Number,Arrival time,X1,X2,X3,,,,,,,
80,8:50,17,16,33,,,,,,,
81,8:50,19,15,34,,,,,,,
82,8:51,19,16,35,,,,,,,
83,8:51,18,14,33,,,,,,,
84,8:52,16,13,29,,,,,,,
85,8:52,16,11,27,,,,,,,
86,8:53,17,15,32,,,,,,,
87,8:53,16,12,28,,,,,,,
88,8:54,14,15,29,,,,,,,
89,8:55,13,17,30,,,,,,,
90,8:56,18,13,31,,,,,,,
91,8:56,17,15,32,,,,,,,
92,8:56,17,13,31,,,,,,,
93,8:56,17,13,29,,,,,,,
94,9:00,14,11,25,,,,,,,
95,9:00,18,15,33,,,,,,,
96,9:00,15,15,30,,,,,,,
97,9:00,14,13,28,,,,,,,
98,9:00,14,13,27,,,,,,,
99,9:00,15,13,28,,,,,,,
100,9:00,15,13,28,,,,,,,
101,9:00,15,16,31,,,,,,,
102,9:01,18,16,34,,,,,,,
103,9:01,17,12,29,,,,,,,
104,9:01,15,15,29,,,,,,,
105,9:01,18,12,31,,,,,,,
106,9:01,13,12,25,,,,,,,
107,9:01,17,15,32,,,,,,,
108,9:02,16,15,31,,,,,,,
109,9:02,16,14,30,,,,,,,
110,9:02,15,16,31,,,,,,,
111,9:02,15,12,26,,,,,,,
112,9:03,18,15,33,,,,,,,
113,9:03,18,12,30,,,,,,,
114,9:05,17,14,31,,,,,,,
115,9:06,18,16,33,,,,,,,
116,9:07,19,16,35,,,,,,,
117,9:07,17,15,32,,,,,,,
118,9:08,17,14,32,,,,,,,
119,9:08,19,11,30,,,,,,,
120,9:09,15,13,28,,,,,,,
121,9:09,18,14,32,,,,,,,
122,9:10,16,14,31,,,,,,,
123,9:11,18,17,35,,,,,,,
124,9:14,16,14,30,,,,,,,
125,9:14,14,16,30,,,,,,,
126,9:14,18,11,29,,,,,,,
127,9:14,15,12,27,,,,,,,
128,9:15,17,14,32,,,,,,,
129,9:15,17,12,29,,,,,,,
130,9:16,15,12,27,,,,,,,
131,9:18,15,11,26,,,,,,,
132,9:20,14,16,29,,,,,,,
133,9:20,19,11,30,,,,,,,
134,9:22,15,15,30,,,,,,,
135,9:22,16,16,32,,,,,,,
136,9:22,15,16,32,,,,,,,
137,9:22,19,14,33,,,,,,,
138,9:24,18,12,30,,,,,,,
139,9:24,18,12,29,,,,,,,
140,9:25,18,16,35,,,,,,,
141,9:25,16,11,28,,,,,,,
142,9:26,17,14,32,,,,,,,
143,9:26,15,12,28,,,,,,,
144,9:27,14,13,26,,,,,,,
145,9:27,18,16,34,,,,,,,
146,9:28,15,12,27,,,,,,,
147,9:28,14,12,25,,,,,,,
148,9:30,18,16,33,,,,,,,
149,9:31,18,14,32,,,,,,,
150,9:32,17,15,32,,,,,,,
151,9:34,17,14,31,,,,,,,
152,9:34,15,15,29,,,,,,,
153,9:34,18,16,34,,,,,,,
154,9:34,17,16,34,,,,,,,
155,9:35,18,16,34,,,,,,,
156,9:35,13,13,26,,,,,,,
157,9:36,17,12,29,,,,,,,
158,9:36,19,17,35,,,,,,,
159,9:36,13,17,30,,,,,,,
160,9:36,16,16,32,,,,,,,
161,9:37,18,16,35,,,,,,,
162,9:37,19,12,31,,,,,,,
163,9:38,17,15,32,,,,,,,
164,9:38,16,14,30,,,,,,,
165,9:38,19,15,34,,,,,,,
166,9:38,16,13,28,,,,,,,
167,9:40,15,13,28,,,,,,,
168,9:40,18,15,33,,,,,,,
169,9:40,16,13,29,,,,,,,
170,9:40,18,17,35,,,,,,,
171,9:40,17,15,32,,,,,,,
172,9:40,19,12,30,,,,,,,
173,9:40,16,14,30,,,,,,,
174,9:40,14,16,30,,,,,,,
175,9:40,13,12,25,,,,,,,
176,9:40,13,11,24,,,,,,,
177,9:40,16,13,29,,,,,,,
178,9:40,17,16,32,,,,,,,
179,9:41,16,16,32,,,,,,,
180,9:41,16,15,31,,,,,,,
181,9:42,17,16,33,,,,,,,
182,9:42,19,17,35,,,,,,,
183,9:43,16,17,33,,,,,,,
184,9:43,14,17,30,,,,,,,
185,9:43,13,15,28,,,,,,,
186,9:43,16,14,30,,,,,,,
187,9:44,18,13,31,,,,,,,
188,9:44,13,16,29,,,,,,,
189,9:44,15,17,32,,,,,,,
190,9:44,17,14,31,,,,,,,
191,9:44,15,13,29,,,,,,,
192,9:44,15,12,27,,,,,,,
193,9:45,16,15,30,,,,,,,
194,9:45,15,11,26,,,,,,,
195,9:45,14,12,27,,,,,,,
196,9:45,17,13,31,,,,,,,
197,9:45,16,14,31,,,,,,,
198,9:45,18,17,35,,,,,,,
199,9:45,17,14,30,,,,,,,
200,9:45,16,13,29,,,,,,,
201,9:45,17,13,29,,,,,,,
202,9:45,17,15,31,,,,,,,
203,9:48,16,15,31,,,,,,,
204,9:48,14,14,28,,,,,,,
205,9:50,17,15,32,,,,,,,
206,9:50,16,14,30,,,,,,,
207,9:50,18,12,29,,,,,,,
208,9:50,14,12,26,,,,,,,
209,9:50,17,16,34,,,,,,,
210,9:50,17,12,29,,,,,,,
211,9:50,16,15,31,,,,,,,
212,9:50,18,12,29,,,,,,,
213,9:50,19,12,31,,,,,,,
214,9:50,14,14,28,,,,,,,
215,9:50,14,13,26,,,,,,,
216,9:50,17,14,31,,,,,,,
217,9:50,18,17,35,,,,,,,
218,9:50,14,11,25,,,,,,,
219,9:51,13,17,30,,,,,,,
220,9:51,14,13,27,,,,,,,
221,9:54,16,15,32,,,,,,,
222,9:54,17,14,31,,,,,,,
223,9:54,14,11,25,,,,,,,
224,9:54,14,16,30,,,,,,,
225,9:55,17,15,32,,,,,,,
226,9:55,16,16,32,,,,,,,
227,9:55,15,13,28,,,,,,,
228,9:55,16,15,31,,,,,,,
229,9:55,14,14,28,,,,,,,
230,9:55,14,15,30,,,,,,,
231,9:55,18,17,35,,,,,,,
232,9:55,19,14,33,,,,,,,
233,9:56,15,17,31,,,,,,,
234,9:56,16,16,31,,,,,,,
235,9:56,16,11,27,,,,,,,
236,9:56,19,15,33,,,,,,,
237,9:56,17,16,33,,,,,,,
238,9:56,19,14,33,,,,,,,
239,9:57,16,12,28,,,,,,,
240,9:57,19,17,36,,,,,,,
241,9:57,15,16,31,,,,,,,
242,9:57,14,12,26,,,,,,,
243,9:58,18,12,30,,,,,,,
244,9:58,18,16,33,,,,,,,
245,10:00,13,15,28,,,,,,,
246,10:00,18,16,35,,,,,,,
247,10:00,16,13,29,,,,,,,
248,10:00,14,15,29,,,,,,,
249,10:00,13,14,27,,,,,,,
250,10:00,14,13,27,,,,,,,
251,10:00,17,12,29,,,,,,,
252,10:00,18,11,29,,,,,,,
253,10:00,16,15,31,,,,,,,
254,10:00,16,11,27,,,,,,,
255,10:01,17,16,32,,,,,,,
256,10:01,15,14,30,,,,,,,
257,10:02,18,16,34,,,,,,,
258,10:02,15,13,28,,,,,,,
259,10:02,19,14,33,,,,,,,
260,10:02,18,14,32,,,,,,,
261,10:02,17,12,30,,,,,,,
262,10:02,14,14,28,,,,,,,
263,10:03,18,16,34,,,,,,,
264,10:03,19,16,34,,,,,,,
265,10:03,14,15,30,,,,,,,
266,10:03,15,12,27,,,,,,,
267,10:04,14,14,27,,,,,,,
268,10:04,18,14,32,,,,,,,
269,10:04,18,12,30,,,,,,,
270,10:04,16,12,28,,,,,,,
271,10:05,13,16,29,,,,,,,
272,10:05,17,16,33,,,,,,,
273,10:05,17,14,31,,,,,,,
274,10:05,18,15,33,,,,,,,
275,10:05,14,14,28,,,,,,,
276,10:05,18,13,31,,,,,,,
277,10:06,15,14,29,,,,,,,
278,10:06,14,15,30,,,,,,,
279,10:06,13,12,25,,,,,,,
280,10:06,18,16,34,,,,,,,
281,10:10,14,11,25,,,,,,,
282,10:10,19,16,35,,,,,,,
283,10:10,14,17,30,,,,,,,
284,10:10,15,14,29,,,,,,,
285,10:10,14,12,26,,,,,,,
286,10:10,19,14,33,,,,,,,
287,10:10,16,15,31,,,,,,,
288,10:10,17,16,33,,,,,,,
289,10:10,18,13,31,,,,,,,
290,10:10,19,14,32,,,,,,,
291,10:12,16,15,31,,,,,,,
292,10:12,14,12,26,,,,,,,
293,10:12,15,13,28,,,,,,,
294,10:12,18,16,34,,,,,,,
295,10:14,18,12,30,,,,,,,
296,10:14,17,16,33,,,,,,,
297,10:14,13,12,25,,,,,,,
298,10:14,13,16,29,,,,,,,
299,10:15,16,13,29,,,,,,,
300,10:15,15,14,29,,,,,,,
301,10:15,15,11,26,,,,,,,
302,10:15,18,17,35,,,,,,,
303,10:18,14,14,29,,,,,,,
304,10:18,16,11,27,,,,,,,
305,10:18,15,17,32,,,,,,,
306,10:18,19,12,31,,,,,,,
307,10:18,14,15,29,,,,,,,
308,10:18,14,15,29,,,,,,,
309,10:19,16,15,31,,,,,,,
310,10:19,14,12,25,,,,,,,
311,10:20,13,17,30,,,,,,,
312,10:20,13,13,26,,,,,,,
313,10:20,17,11,28,,,,,,,
314,10:20,15,15,30,,,,,,,
315,10:20,17,16,33,,,,,,,
316,10:20,13,17,30,,,,,,,
317,10:20,18,14,32,,,,,,,
318,10:20,13,16,29,,,,,,,
319,10:22,15,15,30,,,,,,,
320,10:22,14,15,29,,,,,,,
321,10:22,16,15,31,,,,,,,
322,10:22,16,15,31,,,,,,,
323,10:23,19,13,32,,,,,,,
324,10:23,15,17,31,,,,,,,
325,10:24,14,14,28,,,,,,,
326,10:24,14,13,27,,,,,,,
327,10:25,17,12,30,,,,,,,
328,10:25,18,11,30,,,,,,,
329,10:25,13,13,26,,,,,,,
330,10:25,18,16,34,,,,,,,
331,10:25,19,14,33,,,,,,,
332,10:25,15,12,26,,,,,,,
333,10:26,16,15,31,,,,,,,
334,10:26,14,16,30,,,,,,,
335,10:27,18,12,29,,,,,,,
336,10:27,17,11,28,,,,,,,
337,10:28,16,11,27,,,,,,,
338,10:28,14,14,28,,,,,,,
339,10:29,15,12,27,,,,,,,
340,10:29,18,13,30,,,,,,,
341,10:30,16,13,29,,,,,,,
342,10:30,18,13,31,,,,,,,
343,10:30,14,12,26,,,,,,,
344,10:30,18,14,31,,,,,,,
345,10:30,18,12,30,,,,,,,
346,10:30,14,16,30,,,,,,,
347,10:31,17,12,29,,,,,,,
348,10:31,13,16,29,,,,,,,
349,10:32,16,14,30,,,,,,,
350,10:32,18,16,34,,,,,,,
351,10:33,18,12,30,,,,,,,
352,10:33,16,13,29,,,,,,,
353,10:34,14,16,30,,,,,,,
354,10:34,17,13,30,,,,,,,
355,10:35,17,12,29,,,,,,,
356,10:35,18,17,34,,,,,,,
357,10:35,14,16,30,,,,,,,
358,10:35,17,16,33,,,,,,,
359,10:35,19,14,33,,,,,,,
360,10:36,17,14,30,,,,,,,
361,10:36,15,15,30,,,,,,,
362,10:36,17,14,30,,,,,,,
363,10:37,19,15,33,,,,,,,
364,10:38,13,15,28,,,,,,,
365,10:38,16,16,32,,,,,,,
366,10:40,16,17,32,,,,,,,
367,10:40,18,13,31,,,,,,,
368,10:40,18,14,32,,,,,,,
369,10:40,19,11,30,,,,,,,
370,10:42,13,12,26,,,,,,,
371,10:43,18,17,34,,,,,,,
372,10:44,17,12,29,,,,,,,
373,10:44,18,13,31,,,,,,,
374,10:45,17,16,33,,,,,,,
375,10:45,16,12,28,,,,,,,
376,10:46,19,17,35,,,,,,,
377,10:47,17,15,32,,,,,,,
378,10:47,16,12,27,,,,,,,
379,10:48,16,16,32,,,,,,,
380,10:48,16,13,29,,,,,,,
381,10:49,13,13,27,,,,,,,
382,10:49,17,16,33,,,,,,,
383,10:50,16,14,31,,,,,,,
384,10:50,17,15,32,,,,,,,
385,10:50,16,12,28,,,,,,,
386,10:51,18,14,32,,,,,,,
387,10:52,18,16,35,,,,,,,
388,10:52,19,14,33,,,,,,,
389,10:54,14,11,25,,,,,,,
390,10:55,17,15,32,,,,,,,
391,10:55,15,15,30,,,,,,,
392,10:56,14,14,28,,,,,,,
393,11:00,18,12,29,,,,,,,
394,11:00,19,11,30,,,,,,,
395,11:02,18,17,35,,,,,,,
396,11:02,16,15,31,,,,,,,
397,11:02,15,16,30,,,,,,,
398,11:03,15,15,30,,,,,,,
399,11:04,14,12,26,,,,,,,
400,11:05,16,13,30,,,,,,,
401,11:05,15,14,29,,,,,,,
402,11:05,17,17,34,,,,,,,
403,11:05,14,16,30,,,,,,,
404,11:06,17,17,34,,,,,,,
405,11:12,18,14,32,,,,,,,
406,11:12,14,15,29,,,,,,,
407,11:13,17,15,32,,,,,,,
408,11:14,17,17,34,,,,,,,
409,11:15,18,11,29,,,,,,,
410,11:15,15,17,32,,,,,,,
411,11:15,17,14,30,,,,,,,
412,11:15,15,13,28,,,,,,,
413,11:16,17,17,34,,,,,,,
414,11:16,19,13,31,,,,,,,
415,11:17,16,13,29,,,,,,,
416,11:18,14,13,27,,,,,,,
417,11:18,14,14,28,,,,,,,
418,11:18,18,12,29,,,,,,,
419,11:20,19,12,31,,,,,,,
420,11:20,15,11,26,,,,,,,
421,11:21,14,12,26,,,,,,,
422,11:22,18,12,31,,,,,,,
423,11:22,17,13,29,,,,,,,
424,11:24,17,12,29,,,,,,,
425,11:25,19,16,35,,,,,,,
426,11:25,15,11,26,,,,,,,
427,11:25,14,14,28,,,,,,,
428,11:25,18,14,32,,,,,,,
429,11:26,15,12,27,,,,,,,
430,11:30,13,15,28,,,,,,,
431,11:30,18,16,34,,,,,,,
432,11:30,14,15,29,,,,,,,
433,11:30,15,13,28,,,,,,,
434,11:32,13,17,30,,,,,,,
435,11:33,14,14,28,,,,,,,
436,11:33,17,15,33,,,,,,,
437,11:35,16,13,30,,,,,,,
438,11:35,13,17,30,,,,,,,
439,11:36,19,15,34,,,,,,,
440,11:36,17,13,29,,,,,,,
441,11:37,19,13,31,,,,,,,
442,11:40,16,16,32,,,,,,,
443,11:40,15,13,29,,,,,,,
444,11:40,16,16,32,,,,,,,
445,11:42,13,17,30,,,,,,,
446,11:42,14,12,27,,,,,,,
447,11:43,18,14,32,,,,,,,
448,11:44,16,13,29,,,,,,,
449,11:44,15,12,27,,,,,,,
450,11:44,15,15,30,,,,,,,
451,11:45,14,14,27,,,,,,,
452,11:45,18,16,35,,,,,,,
453,11:46,19,14,33,,,,,,,
454,11:46,18,13,31,,,,,,,
455,11:47,16,13,29,,,,,,,
456,11:49,14,16,31,,,,,,,
457,11:50,16,15,31,,,,,,,
458,11:50,15,16,31,,,,,,,
459,11:50,15,15,30,,,,,,,
460,11:50,18,15,33,,,,,,,
461,11:51,15,15,31,,,,,,,
462,11:52,17,16,33,,,,,,,
463,11:52,18,15,33,,,,,,,
464,11:54,17,15,32,,,,,,,
465,11:54,13,17,30,,,,,,,
466,11:55,16,12,28,,,,,,,
467,11:56,17,11,29,,,,,,,
468,11:58,16,12,28,,,,,,,
469,11:59,13,15,29,,,,,,,
470,12:00,13,17,30,,,,,,,
471,12:02,14,17,31,,,,,,,
472,12:05,17,12,29,,,,,,,
473,12:05,15,16,31,,,,,,,
474,12:05,19,16,35,,,,,,,
475,12:06,15,14,29,,,,,,,
476,12:08,18,15,33,,,,,,,
477,12:08,18,13,31,,,,,,,
478,12:10,15,14,29,,,,,,,
479,12:10,13,15,28,,,,,,,
480,12:10,14,12,26,,,,,,,
481,12:11,16,14,31,,,,,,,
482,12:12,17,16,32,,,,,,,
483,12:14,18,14,32,,,,,,,
484,12:15,13,14,27,,,,,,,
485,12:15,14,16,31,,,,,,,
486,12:15,16,12,28,,,,,,,
487,12:18,16,11,27,,,,,,,
488,12:19,16,16,32,,,,,,,
489,12:20,15,14,30,,,,,,,
490,12:20,19,12,31,,,,,,,
491,12:20,18,16,34,,,,,,,
492,12:20,14,16,29,,,,,,,
493,12:21,15,13,27,,,,,,,
494,12:21,15,15,30,,,,,,,
495,12:22,14,12,26,,,,,,,
496,12:22,16,12,27,,,,,,,
497,12:25,16,13,29,,,,,,,
498,12:25,14,14,28,,,,,,,
499,12:25,18,11,29,,,,,,,
500,12:26,16,13,28,,,,,,,
501,12:27,18,17,34,,,,,,,
502,12:28,14,14,28,,,,,,,
503,12:28,17,15,32,,,,,,,
504,12:29,14,14,28,,,,,,,
505,12:30,19,13,32,,,,,,,
506,12:30,18,16,34,,,,,,,
507,12:30,14,12,26,,,,,,,
508,12:30,19,13,32,,,,,,,
509,12:33,15,13,29,,,,,,,
510,12:34,13,16,29,,,,,,,
511,12:34,15,17,32,,,,,,,
512,12:34,17,16,33,,,,,,,
513,12:35,14,16,30,,,,,,,
514,12:35,17,14,31,,,,,,,
515,12:36,15,11,27,,,,,,,
516,12:37,17,11,29,,,,,,,
517,12:38,13,14,27,,,,,,,
518,12:39,14,16,30,,,,,,,
519,12:40,19,13,32,,,,,,,
520,12:40,16,15,31,,,,,,,
521,12:40,18,17,35,,,,,,,
522,12:41,14,12,25,,,,,,,
523,12:42,14,16,30,,,,,,,
524,12:42,15,13,28,,,,,,,
525,12:42,16,13,28,,,,,,,
526,12:43,18,14,32,,,,,,,
527,12:44,18,17,35,,,,,,,
528,12:44,15,13,28,,,,,,,
529,12:44,17,14,31,,,,,,,
530,12:45,18,15,33,,,,,,,
531,12:45,14,12,26,,,,,,,
532,12:45,14,11,26,,,,,,,
533,12:46,15,15,30,,,,,,,
534,12:46,17,14,31,,,,,,,
535,12:48,13,12,26,,,,,,,
536,12:50,18,15,33,,,,,,,
537,12:50,19,12,31,,,,,,,
538,12:50,16,14,30,,,,,,,
539,12:51,14,16,30,,,,,,,
540,12:51,16,13,29,,,,,,,
541,12:52,19,16,35,,,,,,,
542,12:53,16,15,31,,,,,,,
543,12:54,18,15,34,,,,,,,
544,12:55,18,12,30,,,,,,,
545,12:55,17,13,30,,,,,,,
546,12:55,14,17,31,,,,,,,
547,12:57,15,13,28,,,,,,,
548,12:58,18,13,31,,,,,,,
549,12:58,17,12,29,,,,,,,
550,12:58,18,13,30,,,,,,,
551,12:59,14,17,31,,,,,,,
552,13:00,13,13,26,,,,,,,
553,13:00,16,17,32,,,,,,,
554,13:00,18,11,29,,,,,,,
555,13:00,18,13,31,,,,,,,
556,13:00,15,16,31,,,,,,,
557,13:00,15,12,27,,,,,,,
558,13:00,17,13,29,,,,,,,
559,13:01,14,15,29,,,,,,,
560,13:02,17,12,29,,,,,,,
561,13:02,13,12,25,,,,,,,
562,13:03,19,16,34,,,,,,,
563,13:04,19,13,31,,,,,,,
564,13:04,15,13,27,,,,,,,
565,13:05,18,16,35,,,,,,,
566,13:05,18,13,31,,,,,,,
567,13:05,18,11,29,,,,,,,
568,13:07,14,14,28,,,,,,,
569,13:08,18,16,34,,,,,,,
570,13:09,15,13,28,,,,,,,
571,13:10,18,13,32,,,,,,,
572,13:10,13,13,27,,,,,,,
573,13:10,14,11,25,,,,,,,
574,13:10,19,11,30,,,,,,,
575,13:12,15,12,27,,,,,,,
576,13:12,15,12,27,,,,,,,
577,13:12,17,16,33,,,,,,,
578,13:12,15,16,31,,,,,,,
579,13:13,13,12,25,,,,,,,
580,13:14,16,14,31,,,,,,,
581,13:15,18,15,33,,,,,,,
582,13:15,18,12,29,,,,,,,
583,13:16,15,12,27,,,,,,,
584,13:18,17,14,31,,,,,,,
585,13:18,19,15,34,,,,,,,
586,13:18,17,13,31,,,,,,,
587,13:19,16,14,30,,,,,,,
588,13:19,15,12,27,,,,,,,
589,13:20,17,14,31,,,,,,,
590,13:20,16,17,33,,,,,,,
591,13:20,19,14,33,,,,,,,
592,13:22,19,12,31,,,,,,,
593,13:22,13,13,26,,,,,,,
594,13:24,16,12,29,,,,,,,
595,13:25,19,12,31,,,,,,,
596,13:25,18,12,30,,,,,,,
597,13:25,16,12,28,,,,,,,
598,13:26,18,14,32,,,,,,,
599,13:26,18,15,33,,,,,,,
600,13:27,16,13,29,,,,,,,
601,13:28,14,12,26,,,,,,,
602,13:28,14,14,28,,,,,,,
603,13:29,14,12,26,,,,,,,
604,13:30,13,17,30,,,,,,,
605,13:30,14,14,27,,,,,,,
606,13:30,17,12,29,,,,,,,
607,13:32,18,11,29,,,,,,,
608,13:33,18,14,32,,,,,,,
609,13:34,15,15,30,,,,,,,
610,13:34,14,15,29,,,,,,,
611,13:35,13,13,26,,,,,,,
612,13:35,15,14,29,,,,,,,
613,13:35,15,15,30,,,,,,,
614,13:38,18,15,33,,,,,,,
615,13:40,15,15,29,,,,,,,
616,13:40,18,13,32,,,,,,,
617,13:40,17,16,33,,,,,,,
618,13:40,18,13,31,,,,,,,
619,13:42,18,12,30,,,,,,,
620,13:43,17,15,33,,,,,,,
621,13:44,17,14,30,,,,,,,
622,13:44,16,12,27,,,,,,,
623,13:44,17,14,31,,,,,,,
624,13:45,15,11,26,,,,,,,
625,13:45,18,14,31,,,,,,,
626,13:46,16,16,32,,,,,,,
627,13:47,14,14,28,,,,,,,
628,13:47,14,15,29,,,,,,,
629,13:48,19,14,32,,,,,,,
630,13:48,17,15,32,,,,,,,
631,13:56,16,17,33,,,,,,,
632,13:56,18,12,30,,,,,,,
633,13:56,14,16,30,,,,,,,
634,13:57,16,17,33,,,,,,,
635,13:58,16,15,31,,,,,,,
636,13:58,17,16,33,,,,,,,
637,13:58,19,12,31,,,,,,,
638,13:58,15,15,30,,,,,,,
639,13:59,19,16,34,,,,,,,
640,14:00,17,13,31,,,,,,,
641,14:00,19,14,33,,,,,,,
642,14:00,19,17,36,,,,,,,
643,14:02,18,16,34,,,,,,,
644,14:02,19,14,33,,,,,,,
645,14:03,16,15,31,,,,,,,
646,14:05,16,13,29,,,,,,,
647,14:05,19,13,32,,,,,,,
648,14:06,15,16,30,,,,,,,
649,14:08,16,15,31,,,,,,,
650,14:08,14,15,28,,,,,,,
651,14:08,16,15,31,,,,,,,
652,14:09,19,13,31,,,,,,,
653,14:10,17,12,29,,,,,,,
654,14:10,16,12,29,,,,,,,
655,14:10,14,15,30,,,,,,,
656,14:10,13,14,27,,,,,,,
657,14:10,15,13,28,,,,,,,
658,14:11,13,14,27,,,,,,,
659,14:11,18,11,29,,,,,,,
660,14:12,16,16,32,,,,,,,
661,14:12,18,16,34,,,,,,,
662,14:12,18,12,30,,,,,,,
663,14:14,18,16,34,,,,,,,
664,14:15,17,14,32,,,,,,,
665,14:15,18,15,32,,,,,,,
666,14:15,17,15,32,,,,,,,
667,14:16,16,14,30,,,,,,,
668,14:16,15,15,30,,,,,,,
669,14:18,15,13,28,,,,,,,
670,14:18,16,12,27,,,,,,,
671,14:19,19,13,32,,,,,,,
672,14:19,16,14,30,,,,,,,
673,14:20,19,13,31,,,,,,,
674,14:20,14,15,29,,,,,,,
675,14:20,19,16,35,,,,,,,
676,14:21,14,12,26,,,,,,,
677,14:22,17,13,30,,,,,,,
678,14:22,17,16,33,,,,,,,
679,14:23,14,13,26,,,,,,,
680,14:24,19,16,35,,,,,,,
681,14:24,17,14,32,,,,,,,
682,14:25,14,11,25,,,,,,,
683,14:25,13,14,28,,,,,,,
684,14:25,13,14,28,,,,,,,
685,14:26,15,16,31,,,,,,,
686,14:26,13,13,26,,,,,,,
687,14:27,14,16,29,,,,,,,
688,14:28,13,13,27,,,,,,,
689,14:28,14,13,27,,,,,,,
690,14:28,15,14,29,,,,,,,
691,14:30,18,15,33,,,,,,,
692,14:30,18,15,33,,,,,,,
693,14:30,16,13,28,,,,,,,
694,14:30,16,13,29,,,,,,,
695,14:30,14,13,27,,,,,,,
696,14:30,18,14,32,,,,,,,
697,14:30,18,15,33,,,,,,,
698,14:30,15,12,27,,,,,,,
699,14:30,19,12,31,,,,,,,
700,14:30,14,13,27,,,,,,,
701,14:31,18,12,30,,,,,,,
702,14:31,19,16,34,,,,,,,
703,14:32,17,15,32,,,,,,,
704,14:32,14,13,27,,,,,,,
705,14:33,16,14,29,,,,,,,
706,14:33,18,15,33,,,,,,,
707,14:33,13,15,28,,,,,,,
708,14:33,14,13,27,,,,,,,
709,14:35,17,17,34,,,,,,,
710,14:35,15,13,29,,,,,,,
711,14:35,14,14,28,,,,,,,
712,14:35,17,13,30,,,,,,,
713,14:35,18,14,32,,,,,,,
714,14:35,13,11,25,,,,,,,
715,14:35,15,13,28,,,,,,,
716,14:35,14,13,27,,,,,,,
717,14:36,17,14,31,,,,,,,
718,14:36,16,15,31,,,,,,,
719,14:38,15,12,27,,,,,,,
720,14:38,16,13,30,,,,,,,
721,14:40,14,16,30,,,,,,,
722,14:41,14,12,26,,,,,,,
723,14:42,15,15,30,,,,,,,
724,14:42,19,14,33,,,,,,,
725,14:43,13,15,28,,,,,,,
726,14:43,16,16,31,,,,,,,
727,14:44,17,15,32,,,,,,,
728,14:45,17,13,30,,,,,,,
729,14:45,19,14,33,,,,,,,
730,14:45,13,15,29,,,,,,,
731,14:46,17,11,28,,,,,,,
732,14:47,14,13,27,,,,,,,
733,14:47,17,14,31,,,,,,,
