Number,Arrival time,X1,X2,X3,,,,
235,10.19,9,28,37,,,,
236,10.19,10,29,39,,,,
237,10.21,11,27,38,,,,
238,10.22,11,27,38,,,,
239,10.23,14,26,40,,,,
240,10.23,9,23,32,,,,
241,10.23,12,24,36,,,,
242,10.23,14,26,40,,,,
243,10.23,10,25,35,,,,
244,10.23,12,28,40,,,,
245,10.23,11,23,34,,,,
246,10.23,14,24,38,,,,
247,10.25,11,28,39,,,,
248,10.25,10,27,37,,,,
249,10.27,12,25,37,,,,
250,10.28,14,28,42,,,,
251,10.29,14,27,41,,,,
252,10.3,13,24,37,,,,
253,10.3,15,28,43,,,,
254,10.3,10,27,37,,,,
255,10.31,11,28,39,,,,
256,10.31,11,25,36,,,,
257,10.31,10,29,39,,,,
258,10.31,11,25,36,,,,
259,10.31,9,27,36,,,,
260,10.31,15,23,38,,,,
261,10.31,14,25,39,,,,
262,10.31,10,27,37,,,,
263,10.31,12,26,38,,,,
264,10.32,14,27,41,,,,
265,10.32,13,24,37,,,,
266,10.32,10,26,36,,,,
267,10033,11,29,40,,,,
268,10.33,9,29,38,,,,
269,10.34,15,28,43,,,,
270,10.34,10,24,34,,,,
271,10.35,15,25,40,,,,
272,10.37,14,28,42,,,,
273,10.37,13,28,41,,,,
274,10.37,11,24,35,,,,
275,10.37,13,27,40,,,,
276,10.37,10,25,35,,,,
277,10.37,12,29,41,,,,
278,10.37,14,26,40,,,,
279,10.37,11,26,37,,,,
280,10.37,10,26,36,,,,
281,10.38,9,25,34,,,,
282,10.38,15,29,44,,,,
283,10.38,14,23,37,,,,
284,10.39,14,29,43,,,,
285,10.39,14,26,40,,,,
286,10.39,14,24,38,,,,
287,10.39,10,28,38,,,,
288,10.39,11,25,36,,,,
289,10.4,13,25,38,,,,
290,10.41,9,26,35,,,,
291,10.41,14,26,40,,,,
292,10.41,11,23,34,,,,
293,10.41,15,27,42,,,,
294,10.41,12,25,37,,,,
295,10.41,13,26,39,,,,
296,10.42,15,24,39,,,,
297,10.42,9,28,37,,,,
298,10.42,15,23,38,,,,
299,10.44,12,25,37,,,,
300,10.47,14,27,41,,,,
301,10.47,10,25,35,,,,
302,10.47,10,23,33,,,,
303,10.47,10,27,37,,,,
304,10.47,14,25,39,,,,
305,10.47,11,28,39,,,,
306,10.47,9,24,33,,,,
307,10.48,11,24,35,,,,
308,10.48,11,28,39,,,,
309,10.49,13,29,42,,,,
310,10.5,14,27,41,,,,
311,10.5,13,25,38,,,,
312,10.51,13,26,39,,,,
313,10.51,14,27,41,,,,
314,10.51,10,27,37,,,,
315,10.51,15,27,42,,,,
316,10.51,12,25,37,,,,
317,10.51,10,28,38,,,,
318,10.52,12,29,41,,,,
319,10.52,15,25,40,,,,
320,10.52,15,29,44,,,,
321,10.52,15,28,43,,,,
322,10.52,14,25,39,,,,
323,10.52,12,25,37,,,,
324,10.52,15,23,38,,,,
325,10.53,12,25,37,,,,
326,10.53,12,27,39,,,,
327,10.53,13,28,41,,,,
328,10.53,10,24,34,,,,
329,10.53,11,27,38,,,,
330,10.53,14,28,42,,,,
331,10.53,14,27,41,,,,
332,10.54,14,26,40,,,,
333,10.54,14,27,41,,,,
334,10.54,12,26,38,,,,
335,10.54,11,24,35,,,,
336,10.54,15,24,39,,,,
337,10.54,15,27,42,,,,
338,10.54,15,24,39,,,,
339,10.54,13,25,38,,,,
340,10.54,10,29,39,,,,
341,10.55,13,24,37,,,,
342,10.55,9,25,34,,,,
343,10.55,11,23,34,,,,
344,10.56,10,24,34,,,,
345,10.56,10,27,37,,,,
346,10.56,14,29,43,,,,
347,10.56,12,23,35,,,,
348,10.56,10,27,37,,,,
349,10.57,14,29,43,,,,
350,10.57,15,25,40,,,,
351,10.57,14,26,40,,,,
352,10.57,13,24,37,,,,
353,10.57,12,26,38,,,,
354,10.57,9,28,37,,,,
355,10.57,13,24,37,,,,
356,10.57,10,24,34,,,,
357,10.57,14,29,43,,,,
358,10.58,11,23,34,,,,
359,10.58,13,28,41,,,,
360,10.58,11,26,37,,,,
361,10.58,10,23,33,,,,
362,10.59,11,25,36,,,,
363,11,9,28,37,,,,
364,11,13,23,36,,,,
365,11,15,23,38,,,,
366,11.01,13,24,37,,,,
367,11.01,13,25,38,,,,
368,11.01,10,26,36,,,,
369,11.01,11,25,36,,,,
370,11.01,13,24,37,,,,
371,11.02,12,24,36,,,,
372,11.03,13,25,38,,,,
373,11.03,10,27,37,,,,
374,11.03,9,29,38,,,,
375,11.03,14,25,39,,,,
376,11.04,11,25,36,,,,
377,11.05,11,26,37,,,,
378,11.05,12,27,39,,,,
379,11.07,11,27,38,,,,
380,11.07,13,24,37,,,,
381,11.07,12,23,35,,,,
382,11.07,10,25,35,,,,
383,11.07,10,28,38,,,,
384,11.07,12,25,37,,,,
385,11.07,11,25,36,,,,
386,11.08,12,25,37,,,,
387,11.08,11,26,37,,,,
388,11.09,9,24,33,,,,
389,11.1,10,26,36,,,,
390,11.11,14,28,42,,,,
391,11.11,11,23,34,,,,
392,11.11,11,28,39,,,,
393,11.12,14,27,41,,,,
394,11.12,11,26,37,,,,
395,11.14,11,27,38,,,,
396,11.14,12,27,39,,,,
397,11.14,12,24,36,,,,
398,11.14,12,26,38,,,,
399,11.14,10,28,38,,,,
400,11.14,13,27,40,,,,
401,11.14,14,25,39,,,,
402,11.14,10,26,36,,,,
403,11.15,10,27,37,,,,
404,11.15,9,27,36,,,,
405,11.15,15,26,41,,,,
406,11.15,14,24,38,,,,
407,11.15,9,28,37,,,,
408,11.15,14,28,42,,,,
409,11.16,13,28,41,,,,
410,11.16,10,28,38,,,,
411,11.17,10,24,34,,,,
412,11.17,13,26,39,,,,
413,11.17,15,24,39,,,,
414,11.17,11,25,36,,,,
415,11.18,11,26,37,,,,
416,11.18,14,24,38,,,,
417,11.18,9,25,34,,,,
418,11.21,12,25,37,,,,
419,11.21,11,29,40,,,,
420,11.21,10,24,34,,,,
421,11.21,10,26,36,,,,
422,11.21,12,23,35,,,,
423,11.21,15,24,39,,,,
424,11.22,15,28,43,,,,
425,11.22,10,24,34,,,,
426,11.22,10,27,37,,,,
427,11.22,11,28,39,,,,
428,11.23,10,25,35,,,,
429,11.23,13,24,37,,,,
430,11.23,13,29,42,,,,
431,11.24,15,24,39,,,,
432,11.24,11,23,34,,,,
433,11.24,10,28,38,,,,
434,11.24,9,25,34,,,,
435,11.24,12,28,40,,,,
436,11.25,11,27,38,,,,
437,11.26,11,26,37,,,,
438,11.27,9,26,35,,,,
439,11.27,12,26,38,,,,
440,11.28,11,28,39,,,,
441,11.28,15,28,43,,,,
442,11.29,13,24,37,,,,
443,11.29,14,23,37,,,,
444,11.3,14,26,40,,,,
445,11.31,15,28,43,,,,
446,11.31,11,25,36,,,,
447,11.31,13,23,36,,,,
448,11.31,15,24,39,,,,
449,11.31,14,26,40,,,,
450,11.32,13,25,38,,,,
451,11.32,14,24,38,,,,
452,11.33,13,27,40,,,,
453,11.33,9,24,33,,,,
454,11.34,10,26,36,,,,
455,11.34,10,24,34,,,,
456,11.35,11,26,37,,,,
457,11.35,10,24,34,,,,
458,11.35,15,27,42,,,,
459,11.35,12,25,37,,,,
460,11.35,14,24,38,,,,
461,11.35,10,28,38,,,,
462,11.35,10,28,38,,,,
463,11.35,15,24,39,,,,
464,11.36,11,24,35,,,,
465,11.37,14,23,37,,,,
466,11.37,11,24,35,,,,
467,11.37,15,25,40,,,,
468,11.39,12,29,41,,,,
469,11.39,11,24,35,,,,
470,11.39,14,27,41,,,,
471,11.39,15,28,43,,,,
472,11.39,11,24,35,,,,
473,11.39,14,29,43,,,,
474,11.39,11,27,38,,,,
475,11.39,14,27,41,,,,
476,11.41,14,28,42,,,,
477,11.42,12,29,41,,,,
478,11.43,10,27,37,,,,
479,11.47,10,26,36,,,,
480,11.47,10,24,34,,,,
481,11.47,11,28,39,,,,
482,11.47,12,24,36,,,,
483,11.47,9,29,38,,,,
484,11.47,10,24,34,,,,
485,11.48,10,24,34,,,,
486,11.48,9,24,33,,,,
487,11.48,9,24,33,,,,
488,11.48,15,24,39,,,,
489,11.5,13,24,37,,,,
490,11.51,15,29,44,,,,
491,11.52,12,26,38,,,,
492,11.53,9,23,32,,,,
493,11.54,12,25,37,,,,
494,11.54,10,28,38,,,,
495,11.55,12,24,36,,,,
496,11.55,11,24,35,,,,
497,11.55,12,24,36,,,,
498,11.56,12,23,35,,,,
499,11.56,11,25,36,,,,
500,11.56,13,24,37,,,,
501,11.56,10,25,35,,,,
502,11.57,14,28,42,,,,
503,11.58,14,27,41,,,,
504,11.58,14,29,43,,,,
505,12,11,27,38,,,,
506,12.01,12,24,36,,,,
507,12.02,11,28,39,,,,
508,12.05,11,26,37,,,,
509,12.05,15,28,43,,,,
510,12.05,12,26,38,,,,
511,12.05,12,27,39,,,,
512,12.05,12,26,38,,,,
513,12.06,12,25,37,,,,
514,12.06,14,27,41,,,,
515,12.06,12,27,39,,,,
516,12.06,13,24,37,,,,
517,12.07,10,24,34,,,,
518,12.09,10,27,37,,,,
519,12.1,11,23,34,,,,
520,12.12,10,29,39,,,,
521,12.12,14,24,38,,,,
522,12.12,10,25,35,,,,
523,12.12,13,27,40,,,,
524,12.13,10,24,34,,,,
525,12.14,11,26,37,,,,
526,12.15,9,24,33,,,,
527,12.16,11,23,34,,,,
528,12.17,13,27,40,,,,
529,12.17,14,27,41,,,,
530,12.17,13,25,38,,,,
531,12.18,10,25,35,,,,
532,12.19,10,24,34,,,,
533,12.2,9,23,32,,,,
534,12.21,9,24,33,,,,
535,12.21,11,26,37,,,,
536,12.23,14,24,38,,,,
537,12.25,13,24,37,,,,
538,12.27,12,27,39,,,,
539,12.28,13,28,41,,,,
540,12.29,10,24,34,,,,
541,12.29,12,26,38,,,,
542,12.29,14,25,39,,,,
543,12.29,14,26,40,,,,
544,12.29,13,24,37,,,,
545,12.29,15,23,38,,,,
546,12.29,13,24,37,,,,
547,12.3,13,26,39,,,,
548,12.3,13,28,41,,,,
549,12.31,10,23,33,,,,
550,12.34,13,29,42,,,,
551,12.36,10,27,37,,,,
552,12.36,11,25,36,,,,
553,12.37,12,25,37,,,,
554,12.38,14,25,39,,,,
555,12.39,12,24,36,,,,
556,12.39,14,26,40,,,,
557,12.39,14,24,38,,,,
558,12.39,9,26,35,,,,
559,12.39,13,23,36,,,,
560,12.39,10,27,37,,,,
561,12.4,11,26,37,,,,
562,12.4,11,25,36,,,,
563,12.41,10,27,37,,,,
564,12.47,12,25,37,,,,
565,12.47,10,24,34,,,,
566,12.48,10,29,39,,,,
567,12.49,13,26,39,,,,
568,12.51,13,27,40,,,,
569,12.56,9,23,32,,,,
570,12.56,15,28,43,,,,
571,12.56,15,25,40,,,,
572,12.56,15,27,42,,,,
573,12.56,13,25,38,,,,
574,12.56,13,28,41,,,,
575,12.57,12,27,39,,,,
576,12.57,11,25,36,,,,
577,12.57,14,29,43,,,,
578,12.57,10,26,36,,,,
579,12.58,12,26,38,,,,
580,12.58,11,28,39,,,,
581,12.59,13,27,40,,,,
582,12.59,13,27,40,,,,
583,12.59,12,25,37,,,,
584,13,15,24,39,,,,
585,13,13,27,40,,,,
586,13.01,10,28,38,,,,
587,13.01,12,24,36,,,,
588,13.04,10,24,34,,,,
589,13.05,14,24,38,,,,
590,13.05,10,24,34,,,,
591,13.05,12,23,35,,,,
592,13.06,15,28,43,,,,
593,13.06,12,24,36,,,,
594,13.06,12,25,37,,,,
595,13.07,13,24,37,,,,
596,13.08,11,27,38,,,,
597,13.09,11,25,36,,,,
598,13.1,10,28,38,,,,
599,13.11,14,29,43,,,,
600,13.11,11,27,38,,,,
601,13.11,14,25,39,,,,
602,13.11,9,29,38,,,,
603,13.11,12,28,40,,,,
604,13.11,11,28,39,,,,
605,13.11,12,26,38,,,,
606,13.12,12,27,39,,,,
607,13.12,14,24,38,,,,
608,13.12,10,28,38,,,,
609,13.13,13,29,42,,,,
610,13.13,11,27,38,,,,
611,13.14,15,27,42,,,,
612,13.15,11,25,36,,,,
613,13.17,10,28,38,,,,
614,13.17,10,29,39,,,,
615,13.18,10,26,36,,,,
616,13.19,11,24,35,,,,
617,13.19,11,26,37,,,,
618,13.19,11,24,35,,,,
619,13.19,10,24,34,,,,
620,13.19,9,24,33,,,,
621,13.19,13,29,42,,,,
622,13.2,14,27,41,,,,
623,13.2,9,25,34,,,,
624,13.2,14,25,39,,,,
625,13.2,9,28,37,,,,
626,13.21,14,25,39,,,,
627,13.22,13,26,39,,,,
628,13.24,12,27,39,,,,
629,13.24,10,23,33,,,,
630,13.24,14,24,38,,,,
631,13.26,10,28,38,,,,
632,13.28,15,28,43,,,,
633,13.28,15,28,43,,,,
634,13.28,12,26,38,,,,
635,13.28,12,23,35,,,,
636,13.29,10,25,35,,,,
637,13.29,11,24,35,,,,
638,13.29,13,28,41,,,,
639,13.29,9,27,36,,,,
640,13.3,11,24,35,,,,
641,13.3,13,24,37,,,,
642,13.3,9,27,36,,,,
643,13.31,14,26,40,,,,
644,13.31,12,23,35,,,,
645,13.32,10,26,36,,,,
646,13.33,11,25,36,,,,
647,13.34,15,27,42,,,,
648,13.36,14,24,38,,,,
649,13.36,11,27,38,,,,
650,13.36,10,24,34,,,,
651,13.36,15,23,38,,,,
652,13.36,12,26,38,,,,
653,13.36,9,28,37,,,,
654,13.36,11,26,37,,,,
655,13.37,9,29,38,,,,
656,13.38,11,28,39,,,,
657,13.38,11,27,38,,,,
658,13.38,10,23,33,,,,
659,13.38,12,28,40,,,,
660,13.38,15,29,44,,,,
661,13.39,12,27,39,,,,
662,13.39,10,28,38,,,,
663,13.4,13,27,40,,,,
664,13.4,14,26,40,,,,
665,13.4,15,27,42,,,,
666,13.41,11,26,37,,,,
667,13.41,11,24,35,,,,
668,13.41,15,24,39,,,,
669,13.41,11,26,37,,,,
670,13.41,14,26,40,,,,
671,13.41,12,24,36,,,,
672,13.42,10,24,34,,,,
673,13.43,10,26,36,,,,
674,13.44,13,27,40,,,,
675,13.44,9,29,38,,,,
676,13.44,13,24,37,,,,
677,13.45,13,24,37,,,,
678,13.45,12,29,41,,,,
679,13.46,9,26,35,,,,
680,13.46,14,27,41,,,,
681,13.46,13,27,40,,,,
682,13.46,12,25,37,,,,
683,13.47,13,26,39,,,,
684,13.47,11,25,36,,,,
685,13.47,11,25,36,,,,
686,13.48,13,29,42,,,,
687,13.48,15,24,39,,,,
688,13.48,13,25,38,,,,
689,13.48,11,23,34,,,,
690,13.48,11,25,36,,,,
691,13.48,9,29,38,,,,
692,13.49,14,25,39,,,,
693,13.49,13,24,37,,,,
694,13.5,14,25,39,,,,
695,13.5,14,26,40,,,,
696,13.51,15,25,40,,,,
697,13.51,13,25,38,,,,
698,13.51,11,29,40,,,,
699,13.51,9,29,38,,,,
700,13.52,13,29,42,,,,
701,13.52,15,27,42,,,,
702,13.52,11,28,39,,,,
703,13.53,12,25,37,,,,
704,13.53,13,25,38,,,,
705,13.53,12,24,36,,,,
706,13.53,14,27,41,,,,
707,13.53,12,25,37,,,,
708,13.54,13,25,38,,,,
709,13.54,11,28,39,,,,
710,13.54,11,25,36,,,,
711,13.54,10,24,34,,,,
712,13.55,14,27,41,,,,
713,13.55,12,24,36,,,,
714,13.55,14,26,40,,,,
715,13.55,10,26,36,,,,
716,13.56,13,27,40,,,,
717,13.56,10,28,38,,,,
718,13.57,10,26,36,,,,
719,13.57,12,27,39,,,,
720,13.57,13,25,38,,,,
721,13.57,11,24,35,,,,
722,13.57,10,27,37,,,,
723,13.58,12,27,39,,,,
724,13.58,11,25,36,,,,
725,13.59,12,27,39,,,,
726,13.59,13,24,37,,,,
727,13.59,12,26,38,,,,
728,13.59,13,27,40,,,,
729,13.59,13,29,42,,,,
730,14,13,27,40,,,,
731,14,9,28,37,,,,
732,14.01,13,26,39,,,,
733,14.02,11,28,39,,,,
734,14.02,13,25,38,,,,
735,14.02,11,25,36,,,,
736,14.05,11,24,35,,,,
737,14.05,10,29,39,,,,
738,14.05,15,26,41,,,,
739,14.06,14,26,40,,,,
740,14.06,10,28,38,,,,
741,14.06,12,25,37,,,,
742,14.06,11,26,37,,,,
743,14.06,12,25,37,,,,
744,14.07,10,27,37,,,,
745,14.07,12,28,40,,,,
746,14.07,14,23,37,,,,
747,14.07,13,27,40,,,,
748,14.07,10,25,35,,,,
749,14.08,14,27,41,,,,
750,14.08,11,29,40,,,,
751,14.09,14,29,43,,,,
752,14.09,13,24,37,,,,
753,14.09,10,25,35,,,,
754,14.09,11,25,36,,,,
755,14.1,9,24,33,,,,
756,14.1,11,27,38,,,,
757,14.1,13,29,42,,,,
758,14.11,13,28,41,,,,
759,14.11,10,23,33,,,,
760,14.11,13,23,36,,,,
761,14.12,15,25,40,,,,
762,14.14,9,27,36,,,,
763,14.15,11,26,37,,,,
764,14.15,14,28,42,,,,
765,14.15,15,25,40,,,,
766,14.15,12,29,41,,,,
767,14.15,11,27,38,,,,
768,14.15,11,25,36,,,,
769,14.15,10,23,33,,,,
770,14.16,14,26,40,,,,
771,14.16,11,29,40,,,,
772,14.16,10,23,33,,,,
773,14.16,14,26,40,,,,
774,14.16,11,24,35,,,,
775,14.16,14,24,38,,,,
776,14.16,9,27,36,,,,
777,14.17,15,25,40,,,,
778,14.17,11,28,39,,,,
779,14.17,9,29,38,,,,
780,14.17,10,28,38,,,,
781,14.18,11,26,37,,,,
782,14.18,14,25,39,,,,
783,14.19,9,28,37,,,,
784,14.19,10,26,36,,,,
785,14.19,10,28,38,,,,
786,14.19,14,26,40,,,,
787,14.21,14,24,38,,,,
788,14.21,10,24,34,,,,
789,14.21,14,27,41,,,,
790,14.21,14,24,38,,,,
791,14.22,14,25,39,,,,
792,14.22,12,28,40,,,,
793,14.22,15,25,40,,,,
794,14.22,12,27,39,,,,
795,14.23,13,25,38,,,,
796,14.23,14,26,40,,,,
797,14.25,14,24,38,,,,
798,14.26,15,29,44,,,,
799,14.26,13,25,38,,,,
800,14.26,15,27,42,,,,
801,14.26,10,24,34,,,,
802,14.26,13,24,37,,,,
803,14.26,11,27,38,,,,
804,14.27,12,25,37,,,,
805,14.27,10,29,39,,,,
806,14.27,13,25,38,,,,
807,14.27,9,27,36,,,,
808,14.27,10,23,33,,,,
809,14.28,12,24,36,,,,
810,14.28,13,26,39,,,,
811,14.28,11,29,40,,,,
812,14.29,11,28,39,,,,
813,14.29,13,27,40,,,,
814,14.3,11,25,36,,,,
815,14.31,11,27,38,,,,
816,14.32,14,24,38,,,,
817,14.33,10,26,36,,,,
818,14.34,9,26,35,,,,
819,14.35,13,27,40,,,,
820,14.36,13,25,38,,,,
821,14.37,11,24,35,,,,
822,14.37,12,26,38,,,,
823,14.37,13,26,39,,,,
824,14.39,10,28,38,,,,
825,14.39,12,28,40,,,,
826,14.39,14,26,40,,,,
827,14.41,13,28,41,,,,
828,14.41,11,25,36,,,,
829,14.41,11,27,38,,,,
830,14.41,14,26,40,,,,
831,14.41,9,24,33,,,,
832,14.42,12,25,37,,,,
833,14.42,11,26,37,,,,
834,14.43,11,24,35,,,,
835,14.44,10,28,38,,,,
836,14.45,15,26,41,,,,
837,14.46,12,28,40,,,,
838,14.47,10,27,37,,,,
839,14.48,9,27,36,,,,
840,14.48,12,28,40,,,,
841,14.49,10,24,34,,,,
842,14.5,14,27,41,,,,
843,14.5,12,26,38,,,,
844,14.5,14,27,41,,,,
845,14.51,14,27,41,,,,
846,14.51,14,24,38,,,,
847,14.51,12,24,36,,,,
848,14.51,15,28,43,,,,
849,14.51,11,25,36,,,,
850,14.51,10,26,36,,,,
851,14.52,10,25,35,,,,
852,14.52,9,23,32,,,,
853,14.52,12,24,36,,,,
854,14.52,9,27,36,,,,
855,14.52,14,28,42,,,,
856,14.52,14,24,38,,,,
857,14.53,10,28,38,,,,
858,14.53,9,25,34,,,,
859,14.53,15,27,42,,,,
860,14.53,10,24,34,,,,
861,14.53,14,29,43,,,,
862,14.54,11,29,40,,,,
863,14.54,11,24,35,,,,
864,14.54,10,26,36,,,,
865,14.55,10,23,33,,,,
866,14.55,9,29,38,,,,
867,14.56,12,26,38,,,,
868,14.56,10,26,36,,,,
869,14.56,14,27,41,,,,
870,14.57,10,23,33,,,,
871,14.57,15,25,40,,,,
872,14.57,15,27,42,,,,
873,14.57,9,26,35,,,,
