Number,Arrival time,X1,X2,X3,,,,,,,
175,9:03,13,19,32,,,,,,,
176,9:03,17,21,39,,,,,,,
177,9:03,15,21,36,,,,,,,
178,9:03,14,21,35,,,,,,,
179,9:04,17,17,35,,,,,,,
180,9:04,12,21,33,,,,,,,
181,9:04,14,21,35,,,,,,,
182,9:05,17,18,35,,,,,,,
183,9:05,17,19,36,,,,,,,
184,9:05,14,21,35,,,,,,,
185,9:06,15,18,33,,,,,,,
186,9:06,18,16,34,,,,,,,
187,9:07,17,16,34,,,,,,,
188,9:07,13,21,34,,,,,,,
189,9:08,17,17,34,,,,,,,
190,9:08,14,18,32,,,,,,,
191,9:09,14,19,33,,,,,,,
192,9:09,13,16,29,,,,,,,
193,9:09,15,19,34,,,,,,,
194,9:09,15,20,35,,,,,,,
195,9:10,17,18,36,,,,,,,
196,9:10,17,17,34,,,,,,,
197,9:11,17,21,38,,,,,,,
198,9:11,15,17,32,,,,,,,
199,9:11,15,21,36,,,,,,,
200,9:12,15,19,33,,,,,,,
201,9:12,16,17,33,,,,,,,
202,9:12,13,19,32,,,,,,,
203,9:12,14,21,35,,,,,,,
204,9:13,16,21,37,,,,,,,
205,9:13,18,22,39,,,,,,,
206,9:13,14,17,30,,,,,,,
207,9:14,12,17,29,,,,,,,
208,9:15,12,16,28,,,,,,,
209,9:15,18,17,35,,,,,,,
210,9:15,12,17,29,,,,,,,
211,9:16,17,21,37,,,,,,,
212,9:16,18,20,37,,,,,,,
213,9:17,13,21,34,,,,,,,
214,9:17,15,21,36,,,,,,,
215,9:17,18,19,37,,,,,,,
216,9:17,16,22,38,,,,,,,
217,9:17,18,17,35,,,,,,,
218,9:18,16,17,33,,,,,,,
219,9:18,18,20,38,,,,,,,
220,9:19,18,18,36,,,,,,,
221,9:19,17,18,35,,,,,,,
222,9:19,17,22,39,,,,,,,
223,9:20,15,20,35,,,,,,,
224,9:20,15,22,36,,,,,,,
225,9:20,12,21,33,,,,,,,
226,9:21,17,18,35,,,,,,,
227,9:21,15,19,33,,,,,,,
228,9:21,17,16,33,,,,,,,
229,9:21,14,22,35,,,,,,,
230,9:22,16,22,38,,,,,,,
231,9:23,13,18,32,,,,,,,
232,9:23,16,19,35,,,,,,,
233,9:23,14,21,35,,,,,,,
234,9:24,15,17,32,,,,,,,
235,9:24,16,18,34,,,,,,,
236,9:24,14,20,34,,,,,,,
237,9:24,13,17,30,,,,,,,
238,9:25,15,17,32,,,,,,,
239,9:25,12,17,29,,,,,,,
240,9:25,13,18,31,,,,,,,
241,9:26,16,17,33,,,,,,,
242,9:27,13,16,29,,,,,,,
243,9:27,13,19,32,,,,,,,
244,9:27,17,19,36,,,,,,,
245,9:28,16,18,34,,,,,,,
246,9:28,14,22,36,,,,,,,
247,9:28,17,21,38,,,,,,,
248,9:29,17,18,35,,,,,,,
249,9:29,13,22,35,,,,,,,
250,9:29,14,18,32,,,,,,,
251,9:29,12,19,31,,,,,,,
252,9:30,16,17,33,,,,,,,
253,9:30,13,21,34,,,,,,,
254,9:31,16,18,33,,,,,,,
255,9:31,18,21,39,,,,,,,
256,9:31,17,22,39,,,,,,,
257,9:32,17,20,36,,,,,,,
258,9:32,12,22,34,,,,,,,
259,9:33,13,20,33,,,,,,,
260,9:33,14,19,33,,,,,,,
261,9:33,18,19,36,,,,,,,
262,9:33,15,21,36,,,,,,,
263,9:34,16,21,37,,,,,,,
264,9:35,17,21,38,,,,,,,
265,9:35,15,16,32,,,,,,,
266,9:36,17,17,34,,,,,,,
267,9:36,17,16,33,,,,,,,
268,9:36,18,16,34,,,,,,,
269,9:36,17,19,36,,,,,,,
270,9:37,14,18,32,,,,,,,
271,9:37,18,19,37,,,,,,,
272,9:37,14,20,34,,,,,,,
273,9:38,13,22,35,,,,,,,
274,9:38,14,20,34,,,,,,,
275,9:39,14,20,35,,,,,,,
276,9:39,17,21,38,,,,,,,
277,9:39,12,21,33,,,,,,,
278,9:39,12,22,34,,,,,,,
279,9:40,13,19,32,,,,,,,
280,9:40,15,17,32,,,,,,,
281,9:41,16,17,33,,,,,,,
282,9:41,16,21,37,,,,,,,
283,9:41,12,21,34,,,,,,,
284,9:42,14,17,31,,,,,,,
285,9:42,16,17,32,,,,,,,
286,9:43,18,17,35,,,,,,,
287,9:43,17,20,37,,,,,,,
288,9:44,15,18,33,,,,,,,
289,9:44,17,18,36,,,,,,,
290,9:44,17,20,36,,,,,,,
291,9:45,18,19,36,,,,,,,
292,9:45,18,20,38,,,,,,,
293,9:45,14,19,33,,,,,,,
294,9:45,14,18,32,,,,,,,
295,9:45,15,20,35,,,,,,,
296,9:46,16,17,33,,,,,,,
297,9:47,18,20,37,,,,,,,
298,9:47,16,19,35,,,,,,,
299,9:48,17,21,38,,,,,,,
300,9:48,15,20,35,,,,,,,
301,9:48,17,22,39,,,,,,,
302,9:49,14,19,33,,,,,,,
303,9:49,13,19,32,,,,,,,
304,9:49,17,19,36,,,,,,,
305,9:49,18,16,34,,,,,,,
306,9:50,18,21,38,,,,,,,
307,9:51,17,16,33,,,,,,,
308,9:51,18,16,34,,,,,,,
309,9:51,13,17,30,,,,,,,
310,9:52,18,20,38,,,,,,,
311,9:52,14,19,33,,,,,,,
312,9:52,17,16,33,,,,,,,
313,9:52,16,17,34,,,,,,,
314,9:53,16,21,36,,,,,,,
315,9:53,12,18,30,,,,,,,
316,9:53,13,16,29,,,,,,,
317,9:54,17,17,34,,,,,,,
318,9:54,15,21,35,,,,,,,
319,9:55,16,19,35,,,,,,,
320,9:55,18,22,40,,,,,,,
321,9:56,18,19,37,,,,,,,
322,9:56,18,17,34,,,,,,,
323,9:57,16,19,35,,,,,,,
324,9:57,14,20,34,,,,,,,
325,9:57,14,20,35,,,,,,,
326,9:57,12,19,32,,,,,,,
327,9:58,16,17,33,,,,,,,
328,9:59,12,17,29,,,,,,,
329,9:59,17,18,35,,,,,,,
330,9:59,16,20,36,,,,,,,
331,9:59,17,19,36,,,,,,,
332,10:00,13,19,32,,,,,,,
333,10:00,13,19,31,,,,,,,
334,10:00,17,19,37,,,,,,,
335,10:00,14,20,34,,,,,,,
336,10:01,14,18,32,,,,,,,
337,10:01,18,21,39,,,,,,,
338,10:03,17,17,35,,,,,,,
339,10:03,12,17,29,,,,,,,
340,10:04,13,17,30,,,,,,,
341,10:05,17,17,34,,,,,,,
342,10:05,13,18,31,,,,,,,
343,10:06,14,18,32,,,,,,,
344,10:06,17,17,34,,,,,,,
345,10:07,16,18,34,,,,,,,
346,10:08,18,19,37,,,,,,,
347,10:08,13,19,32,,,,,,,
348,10:09,13,20,33,,,,,,,
349,10:09,13,19,33,,,,,,,
350,10:09,17,21,39,,,,,,,
351,10:11,15,20,35,,,,,,,
352,10:11,18,19,37,,,,,,,
353,10:12,15,20,35,,,,,,,
354,10:12,14,17,31,,,,,,,
355,10:13,14,22,35,,,,,,,
356,10:13,15,21,37,,,,,,,
357,10:13,13,19,32,,,,,,,
358,10:15,15,21,36,,,,,,,
359,10:15,18,18,35,,,,,,,
360,10:16,14,21,36,,,,,,,
361,10:16,13,16,29,,,,,,,
362,10:17,16,18,34,,,,,,,
363,10:17,17,22,38,,,,,,,
364,10:17,17,19,36,,,,,,,
365,10:18,12,17,30,,,,,,,
366,10:19,14,20,34,,,,,,,
367,10:19,12,16,29,,,,,,,
368,10:20,17,21,39,,,,,,,
369,10:20,13,16,29,,,,,,,
370,10:21,16,20,36,,,,,,,
371,10:21,14,17,31,,,,,,,
372,10:21,13,21,34,,,,,,,
373,10:23,15,19,34,,,,,,,
374,10:23,14,19,34,,,,,,,
375,10:24,13,19,32,,,,,,,
376,10:24,14,19,33,,,,,,,
377,10:24,15,21,36,,,,,,,
378,10:25,12,22,34,,,,,,,
379,10:25,15,20,35,,,,,,,
380,10:27,14,22,36,,,,,,,
381,10:27,13,18,31,,,,,,,
382,10:27,18,19,37,,,,,,,
383,10:28,13,17,30,,,,,,,
384,10:29,18,17,35,,,,,,,
385,10:29,17,17,35,,,,,,,
386,10:29,15,19,34,,,,,,,
387,10:30,17,21,38,,,,,,,
388,10:31,13,20,33,,,,,,,
389,10:32,18,21,38,,,,,,,
390,10:32,17,21,38,,,,,,,
391,10:33,15,21,36,,,,,,,
392,10:33,16,16,32,,,,,,,
393,10:33,17,20,37,,,,,,,
394,10:34,15,17,31,,,,,,,
395,10:35,18,19,37,,,,,,,
396,10:36,14,21,35,,,,,,,
397,10:36,13,16,30,,,,,,,
398,10:37,17,21,39,,,,,,,
399,10:37,13,19,32,,,,,,,
400,10:39,13,21,34,,,,,,,
401,10:39,13,16,29,,,,,,,
402,10:39,16,21,37,,,,,,,
403,10:40,14,20,34,,,,,,,
404,10:40,18,17,35,,,,,,,
405,10:41,14,17,31,,,,,,,
406,10:41,17,18,35,,,,,,,
407,10:41,13,18,31,,,,,,,
408,10:42,18,21,38,,,,,,,
409,10:43,17,18,35,,,,,,,
410,10:44,18,17,35,,,,,,,
411,10:45,13,22,35,,,,,,,
412,10:45,15,18,33,,,,,,,
413,10:45,13,17,30,,,,,,,
414,10:47,17,18,35,,,,,,,
415,10:48,16,21,37,,,,,,,
416,10:48,16,22,38,,,,,,,
417,10:48,13,21,33,,,,,,,
418,10:48,15,20,34,,,,,,,
419,10:49,14,21,35,,,,,,,
420,10:49,13,21,34,,,,,,,
421,10:49,16,20,36,,,,,,,
422,10:51,12,22,34,,,,,,,
423,10:51,17,19,36,,,,,,,
424,10:52,17,17,34,,,,,,,
425,10:53,15,18,33,,,,,,,
426,10:53,15,18,32,,,,,,,
427,10:54,14,18,32,,,,,,,
428,10:55,16,20,35,,,,,,,
429,10:55,15,18,34,,,,,,,
430,10:56,14,18,32,,,,,,,
431,10:56,18,21,39,,,,,,,
432,10:57,12,18,30,,,,,,,
433,10:57,14,19,33,,,,,,,
434,10:57,16,18,33,,,,,,,
435,10:59,15,18,33,,,,,,,
436,10:59,18,19,37,,,,,,,
437,11:00,17,20,37,,,,,,,
438,11:00,17,22,39,,,,,,,
439,11:00,15,19,34,,,,,,,
440,11:01,16,17,32,,,,,,,
441,11:01,14,17,31,,,,,,,
442,11:02,14,16,30,,,,,,,
443,11:03,14,17,30,,,,,,,
444,11:03,14,17,31,,,,,,,
445,11:04,16,21,38,,,,,,,
446,11:04,17,22,38,,,,,,,
447,11:05,17,16,33,,,,,,,
448,11:05,13,17,30,,,,,,,
449,11:06,18,22,39,,,,,,,
450,11:07,17,22,39,,,,,,,
451,11:08,17,20,37,,,,,,,
452,11:09,16,17,33,,,,,,,
453,11:09,13,17,30,,,,,,,
454,11:09,15,21,36,,,,,,,
455,11:09,14,19,33,,,,,,,
456,11:11,16,17,33,,,,,,,
457,11:11,15,21,35,,,,,,,
458,11:12,16,17,33,,,,,,,
459,11:12,13,21,34,,,,,,,
460,11:12,14,18,32,,,,,,,
461,11:13,13,16,29,,,,,,,
462,11:13,14,19,33,,,,,,,
463,11:15,16,18,34,,,,,,,
464,11:15,17,18,35,,,,,,,
465,11:16,13,22,35,,,,,,,
466,11:16,14,18,31,,,,,,,
467,11:17,15,21,36,,,,,,,
468,11:17,17,16,33,,,,,,,
469,11:17,14,19,33,,,,,,,
470,11:18,16,18,35,,,,,,,
471,11:19,13,17,31,,,,,,,
472,11:19,15,19,34,,,,,,,
473,11:20,13,22,35,,,,,,,
474,11:20,15,18,32,,,,,,,
475,11:21,13,16,29,,,,,,,
476,11:21,15,21,36,,,,,,,
477,11:21,16,19,35,,,,,,,
478,11:23,18,21,39,,,,,,,
479,11:23,17,18,34,,,,,,,
480,11:23,12,18,30,,,,,,,
481,11:24,12,18,30,,,,,,,
482,11:24,13,17,30,,,,,,,
483,11:25,14,19,33,,,,,,,
484,11:25,17,18,35,,,,,,,
485,11:27,16,21,36,,,,,,,
486,11:27,17,18,36,,,,,,,
487,11:28,16,17,34,,,,,,,
488,11:28,13,22,35,,,,,,,
489,11:29,12,17,29,,,,,,,
490,11:29,16,17,33,,,,,,,
491,11:29,17,17,34,,,,,,,
492,11:30,12,21,33,,,,,,,
493,11:30,15,19,33,,,,,,,
494,11:31,18,19,36,,,,,,,
495,11:32,15,18,33,,,,,,,
496,11:33,13,18,31,,,,,,,
497,11:33,14,17,31,,,,,,,
498,11:33,16,17,33,,,,,,,
499,11:35,17,20,37,,,,,,,
500,11:36,17,18,36,,,,,,,
501,11:36,17,22,39,,,,,,,
502,11:36,13,21,34,,,,,,,
503,11:37,18,20,38,,,,,,,
504,11:37,15,19,34,,,,,,,
505,11:37,14,17,31,,,,,,,
506,11:39,15,20,35,,,,,,,
507,11:39,18,21,39,,,,,,,
508,11:39,15,17,32,,,,,,,
509,11:40,18,21,39,,,,,,,
510,11:41,17,20,37,,,,,,,
511,11:41,14,20,34,,,,,,,
512,11:42,14,22,35,,,,,,,
513,11:43,17,19,37,,,,,,,
514,11:44,15,17,32,,,,,,,
515,11:44,13,20,32,,,,,,,
516,11:44,14,20,34,,,,,,,
517,11:45,16,18,34,,,,,,,
518,11:45,16,17,33,,,,,,,
519,11:45,13,19,32,,,,,,,
520,11:47,16,22,37,,,,,,,
521,11:48,13,18,31,,,,,,,
522,11:48,12,17,30,,,,,,,
523,11:49,14,19,32,,,,,,,
524,11:49,14,20,34,,,,,,,
525,11:49,13,19,33,,,,,,,
526,11:51,13,20,33,,,,,,,
527,11:51,16,21,37,,,,,,,
528,11:51,15,19,34,,,,,,,
529,11:52,18,20,37,,,,,,,
530,11:52,17,18,35,,,,,,,
531,11:53,13,18,31,,,,,,,
532,11:53,16,18,33,,,,,,,
533,11:54,15,19,34,,,,,,,
534,11:55,16,22,38,,,,,,,
535,11:56,15,18,34,,,,,,,
536,11:57,17,18,35,,,,,,,
537,11:57,18,17,35,,,,,,,
538,11:57,17,20,38,,,,,,,
539,11:58,18,16,34,,,,,,,
540,11:59,18,22,40,,,,,,,
541,11:59,13,22,35,,,,,,,
542,12:00,14,19,33,,,,,,,
543,12:00,16,17,33,,,,,,,
544,12:00,13,21,34,,,,,,,
545,12:00,15,18,34,,,,,,,
546,12:01,14,18,32,,,,,,,
547,12:01,13,21,34,,,,,,,
548,12:03,13,19,32,,,,,,,
549,12:03,13,17,30,,,,,,,
550,12:04,16,21,37,,,,,,,
551,12:05,15,17,32,,,,,,,
552,12:05,12,17,29,,,,,,,
553,12:05,15,20,35,,,,,,,
554,12:06,15,19,34,,,,,,,
555,12:07,12,20,32,,,,,,,
556,12:08,15,21,36,,,,,,,
557,12:08,15,21,36,,,,,,,
558,12:09,13,21,34,,,,,,,
559,12:09,16,20,36,,,,,,,
560,12:09,13,21,34,,,,,,,
561,12:11,15,17,31,,,,,,,
562,12:11,14,21,35,,,,,,,
563,12:12,13,19,32,,,,,,,
564,12:12,13,19,32,,,,,,,
565,12:12,18,20,38,,,,,,,
566,12:13,15,21,35,,,,,,,
567,12:13,16,19,35,,,,,,,
568,12:15,16,22,38,,,,,,,
569,12:15,15,21,36,,,,,,,
570,12:16,13,22,35,,,,,,,
571,12:16,14,18,33,,,,,,,
572,12:17,13,17,30,,,,,,,
573,12:17,16,21,38,,,,,,,
574,12:17,18,16,34,,,,,,,
575,12:18,17,18,35,,,,,,,
576,12:19,15,16,31,,,,,,,
577,12:19,12,19,31,,,,,,,
578,12:19,13,21,34,,,,,,,
579,12:20,17,22,39,,,,,,,
580,12:21,12,16,29,,,,,,,
581,12:21,12,19,31,,,,,,,
582,12:21,13,21,33,,,,,,,
583,12:23,13,19,33,,,,,,,
584,12:23,16,17,33,,,,,,,
585,12:24,16,22,38,,,,,,,
586,12:24,17,22,39,,,,,,,
587,12:24,14,18,32,,,,,,,
588,12:25,17,19,36,,,,,,,
589,12:25,15,18,33,,,,,,,
590,12:26,14,17,31,,,,,,,
591,12:27,17,18,34,,,,,,,
592,12:27,13,20,33,,,,,,,
593,12:28,13,18,31,,,,,,,
594,12:29,12,20,33,,,,,,,
595,12:29,16,18,34,,,,,,,
596,12:29,17,16,33,,,,,,,
597,12:30,16,22,38,,,,,,,
598,12:31,14,20,35,,,,,,,
599,12:32,15,20,35,,,,,,,
600,12:32,13,21,34,,,,,,,
601,12:33,15,19,34,,,,,,,
602,12:33,14,20,34,,,,,,,
603,12:33,16,22,38,,,,,,,
604,12:33,14,17,31,,,,,,,
605,12:35,17,19,36,,,,,,,
606,12:36,17,22,39,,,,,,,
607,12:36,13,20,33,,,,,,,
608,12:37,15,18,33,,,,,,,
609,12:37,13,19,32,,,,,,,
610,12:39,13,19,32,,,,,,,
611,12:39,13,18,31,,,,,,,
612,12:39,15,16,31,,,,,,,
613,12:40,17,20,37,,,,,,,
614,12:40,17,20,37,,,,,,,
615,12:40,12,16,28,,,,,,,
616,12:41,18,20,37,,,,,,,
617,12:41,12,19,32,,,,,,,
618,12:42,14,18,32,,,,,,,
619,12:43,14,16,31,,,,,,,
620,12:44,16,20,37,,,,,,,
621,12:45,17,19,36,,,,,,,
622,12:45,14,19,33,,,,,,,
623,12:45,14,17,31,,,,,,,
624,12:47,17,17,34,,,,,,,
625,12:47,13,17,30,,,,,,,
626,12:48,13,22,35,,,,,,,
627,12:48,12,18,30,,,,,,,
628,12:48,16,16,32,,,,,,,
629,12:49,17,22,38,,,,,,,
630,12:49,16,20,36,,,,,,,
631,12:49,16,22,37,,,,,,,
632,12:51,17,17,34,,,,,,,
633,12:51,18,17,34,,,,,,,
634,12:52,17,19,36,,,,,,,
635,12:53,13,22,35,,,,,,,
636,12:53,16,22,38,,,,,,,
637,12:54,14,22,36,,,,,,,
638,12:54,18,21,39,,,,,,,
639,12:55,14,20,34,,,,,,,
640,12:56,16,19,35,,,,,,,
641,12:56,14,19,33,,,,,,,
642,12:57,16,19,35,,,,,,,
643,12:57,14,19,33,,,,,,,
644,12:57,13,17,29,,,,,,,
645,12:59,12,22,34,,,,,,,
646,12:59,13,19,32,,,,,,,
647,13:00,14,20,34,,,,,,,
648,13:00,13,18,31,,,,,,,
649,13:00,16,19,35,,,,,,,
650,13:01,17,20,37,,,,,,,
651,13:01,16,21,37,,,,,,,
652,13:01,13,22,35,,,,,,,
653,13:01,14,19,33,,,,,,,
654,13:02,16,20,37,,,,,,,
655,13:03,16,19,35,,,,,,,
656,13:03,13,17,30,,,,,,,
657,13:03,16,18,33,,,,,,,
658,13:04,18,19,37,,,,,,,
659,13:04,14,22,36,,,,,,,
660,13:05,16,21,37,,,,,,,
661,13:05,16,16,32,,,,,,,
662,13:05,16,21,37,,,,,,,
663,13:06,12,19,32,,,,,,,
664,13:06,13,21,34,,,,,,,
665,13:07,12,17,29,,,,,,,
666,13:07,12,18,30,,,,,,,
667,13:08,13,17,30,,,,,,,
668,13:08,13,17,31,,,,,,,
669,13:08,12,18,30,,,,,,,
670,13:09,17,17,34,,,,,,,
671,13:09,18,22,39,,,,,,,
672,13:09,18,18,36,,,,,,,
673,13:09,12,22,34,,,,,,,
674,13:10,14,19,32,,,,,,,
675,13:11,17,22,39,,,,,,,
676,13:11,14,17,31,,,,,,,
677,13:11,16,21,38,,,,,,,
678,13:12,16,20,36,,,,,,,
679,13:12,13,19,31,,,,,,,
680,13:12,16,16,32,,,,,,,
681,13:13,14,21,36,,,,,,,
682,13:13,13,18,30,,,,,,,
683,13:13,16,20,37,,,,,,,
684,13:14,14,21,35,,,,,,,
685,13:15,13,21,34,,,,,,,
686,13:15,15,18,32,,,,,,,
687,13:15,15,16,31,,,,,,,
688,13:15,12,17,30,,,,,,,
689,13:16,18,19,37,,,,,,,
690,13:16,16,22,38,,,,,,,
691,13:17,14,17,31,,,,,,,
692,13:17,16,21,37,,,,,,,
693,13:17,16,17,33,,,,,,,
694,13:17,18,16,34,,,,,,,
695,13:18,16,20,37,,,,,,,
696,13:18,14,19,33,,,,,,,
697,13:19,15,18,32,,,,,,,
698,13:19,17,18,35,,,,,,,
699,13:19,13,17,30,,,,,,,
700,13:20,13,19,32,,,,,,,
701,13:20,15,20,35,,,,,,,
702,13:21,15,18,33,,,,,,,
703,13:21,17,20,37,,,,,,,
704,13:21,17,21,38,,,,,,,
705,13:21,13,21,34,,,,,,,
706,13:22,17,17,34,,,,,,,
707,13:22,17,17,34,,,,,,,
708,13:23,15,17,32,,,,,,,
709,13:23,12,19,31,,,,,,,
710,13:23,17,17,34,,,,,,,
711,13:24,17,21,38,,,,,,,
712,13:24,13,17,30,,,,,,,
713,13:24,17,17,34,,,,,,,
714,13:25,14,22,36,,,,,,,
715,13:25,17,18,35,,,,,,,
716,13:25,13,22,34,,,,,,,
717,13:26,16,21,37,,,,,,,
718,13:27,15,16,31,,,,,,,
719,13:27,18,20,38,,,,,,,
720,13:27,14,19,32,,,,,,,
721,13:28,17,21,38,,,,,,,
722,13:28,13,17,30,,,,,,,
723,13:29,16,17,33,,,,,,,
724,13:29,15,20,35,,,,,,,
725,13:29,17,20,37,,,,,,,
726,13:29,13,17,30,,,,,,,
727,13:29,16,20,36,,,,,,,
728,13:30,13,16,29,,,,,,,
729,13:30,17,18,35,,,,,,,
730,13:31,12,20,32,,,,,,,
731,13:31,16,18,34,,,,,,,
732,13:32,13,20,33,,,,,,,
733,13:32,18,18,35,,,,,,,
