Number,Arrival time,X1,X2,X3,,,,,,,
68,8:17,11,35,46,,,,,,,
69,8:18,9,28,37,,,,,,,
70,8:18,10,29,39,,,,,,,
71,8:18,10,32,42,,,,,,,
72,8:18,10,30,40,,,,,,,
73,8:19,11,31,42,,,,,,,
74,8:19,9,32,41,,,,,,,
75,8:19,9,30,39,,,,,,,
76,8:19,10,32,42,,,,,,,
77,8:19,10,32,42,,,,,,,
78,8:20,10,36,45,,,,,,,
79,8:20,10,35,45,,,,,,,
80,8:20,10,30,41,,,,,,,
81,8:20,9,33,42,,,,,,,
82,8:20,10,33,43,,,,,,,
83,8:21,10,34,44,,,,,,,
84,8:21,10,36,46,,,,,,,
85,8:21,10,33,44,,,,,,,
86,8:22,11,34,45,,,,,,,
87,8:22,9,29,38,,,,,,,
88,8:23,10,36,45,,,,,,,
89,8:23,9,34,43,,,,,,,
90,8:23,10,31,41,,,,,,,
91,8:23,10,29,39,,,,,,,
92,8:23,10,36,46,,,,,,,
93,8:23,9,34,43,,,,,,,
94,8:24,10,31,40,,,,,,,
95,8:24,10,34,44,,,,,,,
96,8:24,10,32,42,,,,,,,
97,8:24,10,35,45,,,,,,,
98,8:24,10,36,46,,,,,,,
99,8:24,11,35,45,,,,,,,
100,8:25,9,32,41,,,,,,,
101,8:25,9,36,45,,,,,,,
102,8:25,11,29,40,,,,,,,
103,8:25,11,31,41,,,,,,,
104,8:25,9,35,44,,,,,,,
105,8:25,9,30,39,,,,,,,
106,8:26,10,32,43,,,,,,,
107,8:26,11,33,44,,,,,,,
108,8:26,9,34,43,,,,,,,
109,8:26,10,31,41,,,,,,,
110,8:26,10,34,44,,,,,,,
111,8:26,10,32,42,,,,,,,
112,8:27,9,34,44,,,,,,,
113,8:27,10,30,40,,,,,,,
114,8:27,10,32,42,,,,,,,
115,8:27,9,33,42,,,,,,,
116,8:27,10,34,44,,,,,,,
117,8:28,9,30,40,,,,,,,
118,8:28,10,28,38,,,,,,,
119,8:28,10,34,44,,,,,,,
120,8:28,10,34,44,,,,,,,
121,8:28,11,30,41,,,,,,,
122,8:28,10,36,46,,,,,,,
123,8:29,11,34,45,,,,,,,
124,8:29,10,33,42,,,,,,,
125,8:29,10,35,45,,,,,,,
126,8:30,9,36,45,,,,,,,
127,8:30,10,34,44,,,,,,,
128,8:31,10,33,43,,,,,,,
129,8:31,10,33,42,,,,,,,
130,8:31,10,31,41,,,,,,,
131,8:31,10,35,45,,,,,,,
132,8:32,11,33,44,,,,,,,
133,8:32,10,30,40,,,,,,,
134,8:32,9,29,39,,,,,,,
135,8:32,10,31,42,,,,,,,
136,8:32,10,35,45,,,,,,,
137,8:33,10,30,40,,,,,,,
138,8:33,11,32,43,,,,,,,
139,8:33,11,30,41,,,,,,,
140,8:33,11,31,42,,,,,,,
141,8:34,9,32,41,,,,,,,
142,8:34,10,32,43,,,,,,,
143,8:34,9,32,41,,,,,,,
144,8:34,9,29,39,,,,,,,
145,8:35,10,34,44,,,,,,,
146,8:35,9,32,41,,,,,,,
147,8:35,10,34,44,,,,,,,
148,8:35,9,31,40,,,,,,,
149,8:35,11,32,43,,,,,,,
150,8:35,9,31,40,,,,,,,
151,8:36,9,34,44,,,,,,,
152,8:36,9,30,39,,,,,,,
153,8:36,10,29,39,,,,,,,
154,8:36,9,30,39,,,,,,,
155,8:36,10,33,43,,,,,,,
156,8:37,10,28,38,,,,,,,
157,8:37,10,32,41,,,,,,,
158,8:37,11,31,42,,,,,,,
159,8:37,10,32,42,,,,,,,
160,8:38,10,31,41,,,,,,,
161,8:39,10,29,39,,,,,,,
162,8:40,10,31,41,,,,,,,
163,8:40,9,31,40,,,,,,,
164,8:40,10,36,46,,,,,,,
165,8:42,10,29,39,,,,,,,
166,8:42,9,34,43,,,,,,,
167,8:42,10,35,45,,,,,,,
168,8:43,10,35,44,,,,,,,
169,8:43,10,31,41,,,,,,,
170,8:43,10,30,40,,,,,,,
171,8:44,10,35,45,,,,,,,
172,8:44,9,31,41,,,,,,,
173,8:44,9,31,41,,,,,,,
174,8:44,10,31,41,,,,,,,
175,8:45,10,32,42,,,,,,,
176,8:45,10,31,41,,,,,,,
177,8:45,11,34,44,,,,,,,
178,8:45,10,29,40,,,,,,,
179,8:45,11,30,41,,,,,,,
180,8:46,9,28,38,,,,,,,
181,8:46,10,34,44,,,,,,,
182,8:46,11,32,43,,,,,,,
183,8:47,9,34,43,,,,,,,
184,8:47,9,34,44,,,,,,,
185,8:47,10,28,38,,,,,,,
186,8:48,10,30,40,,,,,,,
187,8:48,9,32,41,,,,,,,
188,8:48,11,28,39,,,,,,,
189,8:48,9,28,38,,,,,,,
190,8:48,10,29,39,,,,,,,
191,8:48,11,31,42,,,,,,,
192,8:49,10,29,39,,,,,,,
193,8:49,10,33,43,,,,,,,
194,8:49,11,30,40,,,,,,,
195,8:49,9,32,41,,,,,,,
196,8:49,10,31,41,,,,,,,
197,8:50,9,32,41,,,,,,,
198,8:50,9,32,42,,,,,,,
199,8:51,10,35,45,,,,,,,
200,8:51,11,29,40,,,,,,,
201,8:51,10,35,45,,,,,,,
202,8:51,10,31,41,,,,,,,
203,8:52,11,33,44,,,,,,,
204,8:52,10,34,44,,,,,,,
205,8:52,10,33,42,,,,,,,
206,8:53,11,31,42,,,,,,,
207,8:53,10,29,39,,,,,,,
208,8:53,10,36,46,,,,,,,
209,8:54,11,30,40,,,,,,,
210,8:54,10,34,44,,,,,,,
211,8:54,9,32,41,,,,,,,
212,8:54,11,30,41,,,,,,,
213,8:55,10,30,40,,,,,,,
214,8:55,9,30,40,,,,,,,
215,8:56,9,36,45,,,,,,,
216,8:56,9,33,42,,,,,,,
217,8:57,9,33,42,,,,,,,
218,8:58,10,31,41,,,,,,,
219,8:58,10,34,44,,,,,,,
220,8:58,10,34,44,,,,,,,
221,8:59,10,34,44,,,,,,,
222,8:59,11,29,39,,,,,,,
223,9:00,11,36,47,,,,,,,
224,9:00,10,34,43,,,,,,,
225,9:00,9,33,43,,,,,,,
226,9:01,10,31,41,,,,,,,
227,9:02,10,33,43,,,,,,,
228,9:02,10,33,43,,,,,,,
229,9:02,10,33,43,,,,,,,
230,9:02,10,35,45,,,,,,,
231,9:03,10,35,45,,,,,,,
232,9:04,11,35,46,,,,,,,
233,9:05,11,35,46,,,,,,,
234,9:06,10,33,44,,,,,,,
235,9:06,10,36,46,,,,,,,
236,9:07,9,31,40,,,,,,,
237,9:07,9,35,45,,,,,,,
238,9:08,9,30,39,,,,,,,
239,9:08,11,33,44,,,,,,,
240,9:08,9,31,41,,,,,,,
241,9:08,11,34,45,,,,,,,
242,9:08,11,33,43,,,,,,,
243,9:09,9,35,45,,,,,,,
244,9:09,10,31,41,,,,,,,
245,9:10,10,32,42,,,,,,,
246,9:10,9,29,38,,,,,,,
247,9:11,11,33,43,,,,,,,
248,9:11,10,33,43,,,,,,,
249,9:11,10,33,43,,,,,,,
250,9:12,11,32,43,,,,,,,
251,9:12,11,33,44,,,,,,,
252,9:13,11,31,42,,,,,,,
253,9:15,9,29,38,,,,,,,
254,9:15,10,33,43,,,,,,,
255,9:15,10,32,42,,,,,,,
256,9:15,11,35,46,,,,,,,
257,9:15,10,32,42,,,,,,,
258,9:15,11,34,45,,,,,,,
259,9:16,10,32,42,,,,,,,
260,9:16,10,29,38,,,,,,,
261,9:16,10,32,42,,,,,,,
262,9:17,10,29,39,,,,,,,
263,9:18,9,32,41,,,,,,,
264,9:18,11,34,44,,,,,,,
265,9:18,10,34,44,,,,,,,
266,9:20,10,32,42,,,,,,,
267,9:20,10,31,42,,,,,,,
268,9:21,11,33,44,,,,,,,
269,9:22,11,34,45,,,,,,,
270,9:22,9,29,38,,,,,,,
271,9:22,10,30,40,,,,,,,
272,9:22,11,33,44,,,,,,,
273,9:24,10,33,43,,,,,,,
274,9:24,9,33,43,,,,,,,
275,9:25,11,32,43,,,,,,,
276,9:25,9,30,40,,,,,,,
277,9:25,9,34,43,,,,,,,
278,9:25,10,34,44,,,,,,,
279,9:26,10,32,43,,,,,,,
280,9:28,11,30,41,,,,,,,
281,9:28,11,35,46,,,,,,,
282,9:29,10,34,44,,,,,,,
283,9:29,10,31,40,,,,,,,
284,9:29,11,30,40,,,,,,,
285,9:30,11,32,43,,,,,,,
286,9:30,10,32,41,,,,,,,
287,9:31,10,34,44,,,,,,,
288,9:31,11,35,46,,,,,,,
289,9:32,9,31,40,,,,,,,
290,9:34,10,34,43,,,,,,,
291,9:35,9,29,38,,,,,,,
292,9:35,11,35,45,,,,,,,
293,9:35,9,32,41,,,,,,,
294,9:36,10,31,41,,,,,,,
295,9:36,11,29,40,,,,,,,
296,9:36,11,35,46,,,,,,,
297,9:37,11,34,45,,,,,,,
298,9:37,10,30,41,,,,,,,
299,9:37,9,36,45,,,,,,,
300,9:38,11,29,40,,,,,,,
301,9:38,10,36,46,,,,,,,
302,9:39,11,30,40,,,,,,,
303,9:39,9,34,43,,,,,,,
304,9:40,11,29,40,,,,,,,
305,9:40,10,29,39,,,,,,,
306,9:40,9,29,38,,,,,,,
307,9:41,10,30,40,,,,,,,
308,9:41,10,34,43,,,,,,,
309,9:41,11,33,43,,,,,,,
310,9:42,11,31,42,,,,,,,
311,9:42,10,32,42,,,,,,,
312,9:42,10,33,43,,,,,,,
313,9:42,9,29,38,,,,,,,
314,9:42,11,28,39,,,,,,,
315,9:42,11,32,43,,,,,,,
316,9:43,9,35,44,,,,,,,
317,9:44,10,32,41,,,,,,,
318,9:45,10,34,44,,,,,,,
319,9:45,10,34,44,,,,,,,
320,9:45,11,34,44,,,,,,,
321,9:45,10,35,45,,,,,,,
322,9:46,9,29,38,,,,,,,
323,9:46,11,34,45,,,,,,,
324,9:47,10,31,41,,,,,,,
325,9:47,10,32,43,,,,,,,
326,9:47,9,36,45,,,,,,,
327,9:48,10,34,44,,,,,,,
328,9:48,9,32,41,,,,,,,
329,9:48,10,29,38,,,,,,,
330,9:48,10,32,42,,,,,,,
331,9:48,9,35,44,,,,,,,
332,9:49,10,30,40,,,,,,,
333,9:49,10,29,39,,,,,,,
334,9:49,10,33,43,,,,,,,
335,9:50,10,34,44,,,,,,,
336,9:50,9,30,39,,,,,,,
337,9:50,10,36,45,,,,,,,
338,9:50,9,35,44,,,,,,,
339,9:51,10,33,43,,,,,,,
340,9:51,10,34,44,,,,,,,
341,9:52,10,31,41,,,,,,,
342,9:53,9,33,42,,,,,,,
343,9:53,10,36,46,,,,,,,
344,9:54,10,34,44,,,,,,,
345,9:54,10,29,38,,,,,,,
346,9:54,10,28,38,,,,,,,
347,9:55,10,35,45,,,,,,,
348,9:55,9,35,44,,,,,,,
349,9:55,10,30,40,,,,,,,
350,9:56,10,29,39,,,,,,,
351,9:56,11,35,46,,,,,,,
352,9:57,9,35,44,,,,,,,
353,9:57,9,32,41,,,,,,,
354,9:57,11,34,45,,,,,,,
355,9:58,11,28,39,,,,,,,
356,9:58,11,31,41,,,,,,,
357,9:58,10,29,39,,,,,,,
358,10:00,9,34,44,,,,,,,
359,10:02,10,31,41,,,,,,,
360,10:03,10,28,38,,,,,,,
361,10:03,10,29,39,,,,,,,
362,10:04,11,31,42,,,,,,,
363,10:04,10,32,42,,,,,,,
364,10:06,11,35,46,,,,,,,
365,10:06,9,29,38,,,,,,,
366,10:08,10,31,41,,,,,,,
367,10:09,9,34,43,,,,,,,
368,10:09,11,28,39,,,,,,,
369,10:09,10,31,41,,,,,,,
370,10:09,10,34,43,,,,,,,
371,10:10,10,31,41,,,,,,,
372,10:10,9,32,41,,,,,,,
373,10:11,10,34,45,,,,,,,
374,10:12,9,32,41,,,,,,,
375,10:12,10,30,40,,,,,,,
376,10:13,11,34,45,,,,,,,
377,10:13,10,34,44,,,,,,,
378,10:14,10,32,42,,,,,,,
379,10:14,10,34,44,,,,,,,
380,10:14,9,30,39,,,,,,,
381,10:14,10,33,43,,,,,,,
382,10:16,10,33,43,,,,,,,
383,10:16,10,33,43,,,,,,,
384,10:16,10,34,44,,,,,,,
385,10:16,9,33,42,,,,,,,
386,10:17,9,34,43,,,,,,,
387,10:17,10,33,43,,,,,,,
388,10:18,10,31,42,,,,,,,
389,10:18,9,31,40,,,,,,,
390,10:18,10,35,46,,,,,,,
391,10:19,10,32,41,,,,,,,
392,10:20,10,35,45,,,,,,,
393,10:20,9,30,40,,,,,,,
394,10:21,9,28,37,,,,,,,
395,10:22,10,34,45,,,,,,,
396,10:22,10,35,44,,,,,,,
397,10:23,9,32,42,,,,,,,
398,10:24,11,31,42,,,,,,,
399,10:24,9,28,38,,,,,,,
400,10:24,9,35,44,,,,,,,
401,10:24,10,35,46,,,,,,,
402,10:25,10,32,42,,,,,,,
403,10:25,11,31,41,,,,,,,
404,10:25,10,30,40,,,,,,,
405,10:26,10,29,38,,,,,,,
406,10:26,10,31,41,,,,,,,
407,10:26,10,30,40,,,,,,,
408,10:27,10,29,39,,,,,,,
409,10:27,11,35,45,,,,,,,
410,10:27,9,36,45,,,,,,,
411,10:28,10,31,41,,,,,,,
412,10:28,10,34,44,,,,,,,
413,10:28,10,35,45,,,,,,,
414,10:29,10,31,41,,,,,,,
415,10:29,10,35,45,,,,,,,
416,10:29,9,29,38,,,,,,,
417,10:29,9,33,43,,,,,,,
418,10:29,10,32,41,,,,,,,
419,10:30,9,34,43,,,,,,,
420,10:30,11,32,43,,,,,,,
421,10:30,10,34,44,,,,,,,
422,10:30,10,29,38,,,,,,,
423,10:31,10,33,43,,,,,,,
424,10:32,10,28,38,,,,,,,
425,10:33,10,35,44,,,,,,,
426,10:33,10,32,42,,,,,,,
427,10:34,10,34,44,,,,,,,
428,10:34,9,30,39,,,,,,,
429,10:36,9,32,41,,,,,,,
430,10:36,10,34,44,,,,,,,
431,10:37,11,32,43,,,,,,,
432,10:38,11,29,39,,,,,,,
433,10:38,10,29,39,,,,,,,
434,10:38,10,35,45,,,,,,,
435,10:40,10,35,45,,,,,,,
436,10:40,11,33,44,,,,,,,
437,10:40,10,29,39,,,,,,,
438,10:41,9,36,45,,,,,,,
439,10:41,9,36,45,,,,,,,
440,10:42,10,31,42,,,,,,,
441,10:43,9,32,41,,,,,,,
442,10:44,10,29,39,,,,,,,
443,10:46,10,33,44,,,,,,,
444,10:46,11,34,45,,,,,,,
445,10:48,10,34,45,,,,,,,
446,10:48,9,31,41,,,,,,,
447,10:49,10,34,44,,,,,,,
448,10:50,10,33,43,,,,,,,
449,10:50,10,31,41,,,,,,,
450,10:50,9,34,43,,,,,,,
451,10:50,9,35,44,,,,,,,
452,10:51,11,33,44,,,,,,,
453,10:51,11,30,41,,,,,,,
454,10:51,10,30,40,,,,,,,
455,10:52,10,35,45,,,,,,,
456,10:52,11,28,39,,,,,,,
457,10:52,11,31,42,,,,,,,
458,10:53,11,34,45,,,,,,,
459,10:53,10,33,43,,,,,,,
460,10:54,9,30,40,,,,,,,
461,10:54,11,32,43,,,,,,,
462,10:55,10,34,43,,,,,,,
463,10:56,10,28,39,,,,,,,
464,10:56,9,33,42,,,,,,,
465,10:56,10,33,43,,,,,,,
466,10:56,10,30,41,,,,,,,
467,10:57,11,33,44,,,,,,,
468,10:57,10,29,39,,,,,,,
469,10:57,11,30,41,,,,,,,
470,10:57,11,33,43,,,,,,,
471,10:58,9,35,44,,,,,,,
472,10:58,10,29,39,,,,,,,
473,10:59,10,31,41,,,,,,,
474,11:00,11,30,41,,,,,,,
475,11:02,10,31,41,,,,,,,
476,11:03,11,32,42,,,,,,,
477,11:03,10,34,44,,,,,,,
478,11:04,10,35,45,,,,,,,
479,11:04,9,34,43,,,,,,,
480,11:04,9,31,41,,,,,,,
481,11:05,10,30,40,,,,,,,
482,11:06,10,36,45,,,,,,,
483,11:06,11,32,43,,,,,,,
484,11:07,11,29,40,,,,,,,
485,11:09,11,33,44,,,,,,,
486,11:09,9,34,43,,,,,,,
487,11:10,10,32,42,,,,,,,
488,11:10,10,29,39,,,,,,,
489,11:11,10,30,40,,,,,,,
490,11:11,11,34,45,,,,,,,
491,11:12,10,30,40,,,,,,,
492,11:12,11,31,42,,,,,,,
493,11:13,11,33,44,,,,,,,
494,11:14,11,31,42,,,,,,,
495,11:14,11,29,40,,,,,,,
496,11:14,10,35,45,,,,,,,
497,11:14,11,35,46,,,,,,,
498,11:15,10,31,41,,,,,,,
499,11:15,11,30,40,,,,,,,
500,11:15,10,33,43,,,,,,,
501,11:15,9,31,40,,,,,,,
502,11:15,9,35,45,,,,,,,
503,11:16,10,32,42,,,,,,,
504,11:16,11,31,41,,,,,,,
505,11:16,10,34,44,,,,,,,
506,11:17,10,34,44,,,,,,,
507,11:17,11,35,46,,,,,,,
508,11:18,9,30,40,,,,,,,
509,11:19,11,34,44,,,,,,,
510,11:19,10,30,39,,,,,,,
511,11:20,9,31,41,,,,,,,
512,11:21,9,32,41,,,,,,,
513,11:21,11,34,45,,,,,,,
514,11:22,9,33,43,,,,,,,
515,11:22,11,34,45,,,,,,,
516,11:23,11,30,41,,,,,,,
517,11:23,10,36,45,,,,,,,
518,11:24,10,32,41,,,,,,,
519,11:24,11,28,39,,,,,,,
520,11:24,9,31,40,,,,,,,
521,11:25,10,35,45,,,,,,,
522,11:25,10,30,40,,,,,,,
523,11:26,10,31,40,,,,,,,
524,11:26,10,29,39,,,,,,,
525,11:27,9,33,42,,,,,,,
526,11:28,9,35,45,,,,,,,
527,11:29,11,29,40,,,,,,,
528,11:30,11,30,41,,,,,,,
529,11:31,11,33,44,,,,,,,
530,11:31,11,32,42,,,,,,,
531,11:32,9,35,44,,,,,,,
532,11:32,11,28,39,,,,,,,
533,11:32,9,34,44,,,,,,,
534,11:33,9,35,44,,,,,,,
535,11:33,10,35,45,,,,,,,
536,11:34,10,34,44,,,,,,,
537,11:35,9,31,40,,,,,,,
538,11:36,10,34,45,,,,,,,
539,11:38,10,35,45,,,,,,,
540,11:40,9,35,44,,,,,,,
541,11:40,10,36,46,,,,,,,
542,11:41,11,33,43,,,,,,,
543,11:42,11,28,39,,,,,,,
544,11:42,10,30,40,,,,,,,
545,11:42,11,34,45,,,,,,,
546,11:42,11,29,40,,,,,,,
547,11:43,9,35,44,,,,,,,
548,11:43,11,33,44,,,,,,,
549,11:44,10,35,45,,,,,,,
550,11:45,11,33,44,,,,,,,
551,11:45,11,29,39,,,,,,,
552,11:45,10,29,39,,,,,,,
553,11:45,11,36,47,,,,,,,
554,11:45,10,35,45,,,,,,,
555,11:46,10,29,40,,,,,,,
556,11:46,9,36,45,,,,,,,
557,11:47,11,33,44,,,,,,,
558,11:47,11,29,40,,,,,,,
559,11:47,11,30,41,,,,,,,
560,11:47,10,32,42,,,,,,,
561,11:48,9,32,41,,,,,,,
562,11:48,10,35,44,,,,,,,
563,11:48,9,35,44,,,,,,,
564,11:49,9,31,40,,,,,,,
565,11:49,9,32,41,,,,,,,
566,11:50,10,35,45,,,,,,,
567,11:51,9,35,44,,,,,,,
568,11:51,10,35,45,,,,,,,
569,11:52,10,31,42,,,,,,,
570,11:52,10,32,43,,,,,,,
571,11:52,10,35,44,,,,,,,
572,11:53,11,28,39,,,,,,,
573,11:53,11,33,44,,,,,,,
574,11:53,10,31,41,,,,,,,
575,11:54,11,32,43,,,,,,,
576,11:55,10,29,39,,,,,,,
577,11:56,9,34,44,,,,,,,
578,11:56,10,33,43,,,,,,,
579,11:57,9,29,39,,,,,,,
580,11:57,10,35,45,,,,,,,
581,11:57,11,34,44,,,,,,,
582,11:58,9,36,45,,,,,,,
583,11:58,10,28,38,,,,,,,
584,11:58,10,35,44,,,,,,,
585,11:58,9,36,45,,,,,,,
586,11:58,10,30,40,,,,,,,
587,12:00,11,29,40,,,,,,,
588,12:00,11,28,39,,,,,,,
589,12:00,9,31,40,,,,,,,
590,12:00,9,29,38,,,,,,,
591,12:01,11,30,41,,,,,,,
592,12:01,9,30,39,,,,,,,
593,12:01,11,29,39,,,,,,,
594,12:01,10,34,44,,,,,,,
595,12:01,11,35,46,,,,,,,
596,12:01,10,29,39,,,,,,,
597,12:02,9,28,37,,,,,,,
598,12:02,9,35,44,,,,,,,
599,12:03,10,32,42,,,,,,,
600,12:03,10,34,44,,,,,,,
601,12:03,10,36,46,,,,,,,
602,12:04,11,29,39,,,,,,,
603,12:04,11,30,41,,,,,,,
604,12:04,10,33,43,,,,,,,
605,12:04,11,36,46,,,,,,,
606,12:04,10,31,41,,,,,,,
607,12:05,10,33,44,,,,,,,
608,12:06,10,33,43,,,,,,,
609,12:06,11,33,43,,,,,,,
610,12:07,10,31,40,,,,,,,
611,12:07,10,33,43,,,,,,,
612,12:07,11,34,45,,,,,,,
613,12:08,9,29,38,,,,,,,
614,12:08,10,31,41,,,,,,,
615,12:08,10,28,38,,,,,,,
616,12:08,10,30,40,,,,,,,
617,12:09,10,32,42,,,,,,,
618,12:10,10,35,45,,,,,,,
619,12:10,9,29,38,,,,,,,
620,12:11,10,29,39,,,,,,,
621,12:11,9,29,38,,,,,,,
622,12:11,10,31,41,,,,,,,
623,12:12,10,36,45,,,,,,,
624,12:12,10,32,42,,,,,,,
625,12:12,10,29,39,,,,,,,
626,12:12,10,29,39,,,,,,,
627,12:12,10,28,38,,,,,,,
628,12:13,11,32,42,,,,,,,
629,12:13,10,30,40,,,,,,,
630,12:13,9,29,38,,,,,,,
631,12:14,9,36,45,,,,,,,
632,12:14,9,29,38,,,,,,,
633,12:14,11,28,39,,,,,,,
634,12:14,10,31,41,,,,,,,
635,12:15,11,29,40,,,,,,,
636,12:15,11,34,44,,,,,,,
637,12:15,10,29,39,,,,,,,
638,12:16,11,34,45,,,,,,,
639,12:16,11,29,40,,,,,,,
640,12:17,10,33,42,,,,,,,
641,12:17,11,35,46,,,,,,,
642,12:17,11,30,40,,,,,,,
643,12:17,10,31,41,,,,,,,
644,12:17,10,31,42,,,,,,,
645,12:17,11,30,41,,,,,,,
646,12:17,10,32,41,,,,,,,
647,12:18,10,35,45,,,,,,,
648,12:18,10,35,45,,,,,,,
649,12:19,10,29,38,,,,,,,
650,12:19,10,29,40,,,,,,,
651,12:19,10,36,46,,,,,,,
652,12:19,10,32,42,,,,,,,
653,12:20,11,32,43,,,,,,,
654,12:22,9,34,44,,,,,,,
655,12:22,10,34,44,,,,,,,
656,12:23,10,30,40,,,,,,,
657,12:24,9,32,41,,,,,,,
658,12:24,11,29,40,,,,,,,
659,12:24,10,31,41,,,,,,,
660,12:26,10,29,39,,,,,,,
661,12:27,9,35,44,,,,,,,
662,12:28,9,29,38,,,,,,,
663,12:30,11,34,45,,,,,,,
664,12:32,10,29,39,,,,,,,
665,12:34,9,34,44,,,,,,,
666,12:35,10,29,39,,,,,,,
667,12:37,11,32,43,,,,,,,
668,12:38,11,33,44,,,,,,,
669,12:38,10,33,43,,,,,,,
670,12:38,11,30,41,,,,,,,
671,12:39,10,30,40,,,,,,,
672,12:40,9,36,45,,,,,,,
673,12:40,10,31,42,,,,,,,
674,12:40,9,30,39,,,,,,,
675,12:40,10,33,43,,,,,,,
676,12:40,10,35,45,,,,,,,
677,12:41,10,29,39,,,,,,,
678,12:41,11,35,46,,,,,,,
679,12:41,11,31,41,,,,,,,
680,12:43,10,29,39,,,,,,,
681,12:43,9,32,41,,,,,,,
682,12:44,10,31,41,,,,,,,
683,12:44,10,29,39,,,,,,,
684,12:44,10,32,42,,,,,,,
685,12:45,9,28,38,,,,,,,
686,12:45,11,34,45,,,,,,,
687,12:45,11,36,46,,,,,,,
688,12:45,9,36,45,,,,,,,
689,12:47,10,35,45,,,,,,,
690,12:47,10,34,44,,,,,,,
691,12:48,10,32,41,,,,,,,
692,12:48,10,34,44,,,,,,,
693,12:48,9,34,43,,,,,,,
694,12:49,10,28,38,,,,,,,
695,12:50,9,36,45,,,,,,,
696,12:50,11,29,40,,,,,,,
697,12:50,11,31,42,,,,,,,
698,12:51,10,31,41,,,,,,,
699,12:51,11,29,40,,,,,,,
700,12:52,10,34,44,,,,,,,
701,12:53,10,32,42,,,,,,,
702,12:55,10,35,45,,,,,,,
703,12:56,10,30,40,,,,,,,
704,12:56,10,33,43,,,,,,,
705,12:56,10,28,39,,,,,,,
706,12:57,10,31,41,,,,,,,
707,12:57,11,29,40,,,,,,,
708,12:58,9,33,42,,,,,,,
709,12:58,10,36,46,,,,,,,
710,12:58,10,29,39,,,,,,,
711,13:00,9,35,44,,,,,,,
712,13:00,11,33,44,,,,,,,
713,13:00,10,30,40,,,,,,,
714,13:01,10,35,45,,,,,,,
715,13:02,10,30,40,,,,,,,
716,13:02,10,32,41,,,,,,,
717,13:03,10,31,41,,,,,,,
718,13:05,11,28,39,,,,,,,
719,13:06,10,33,42,,,,,,,
720,13:06,10,33,43,,,,,,,
721,13:08,11,29,40,,,,,,,
722,13:08,9,32,42,,,,,,,
723,13:09,9,28,38,,,,,,,
724,13:10,11,30,40,,,,,,,
725,13:10,10,33,43,,,,,,,
726,13:10,10,31,41,,,,,,,
727,13:11,10,30,40,,,,,,,
728,13:11,11,32,43,,,,,,,
729,13:12,10,28,38,,,,,,,
730,13:14,11,32,43,,,,,,,
731,13:15,11,30,41,,,,,,,
732,13:15,10,32,42,,,,,,,
733,13:15,9,31,40,,,,,,,
