Number,Arrival time,X1,X2,X3,,,,
255,9.58,6,22,28,,,,
256,9.59,3,15,18,,,,
257,9.59,6,21,27,,,,
258,10.1,4,16,20,,,,
259,10.11,6,20,26,,,,
260,10.11,7,23,29,,,,
261,10.11,4,15,19,,,,
262,10.11,5,19,23,,,,
263,10.11,4,17,21,,,,
264,10.11,7,23,29,,,,
265,10.13,5,20,25,,,,
266,10.15,5,18,23,,,,
267,10.18,3,15,18,,,,
268,10.18,4,16,20,,,,
269,10.18,3,15,18,,,,
270,10.18,3,15,18,,,,
271,10.18,3,15,18,,,,
272,10.18,3,15,19,,,,
273,10.18,6,22,28,,,,
274,10.19,5,20,25,,,,
275,10.19,4,16,20,,,,
276,10.21,6,21,27,,,,
277,10.22,5,19,23,,,,
278,10.23,5,20,25,,,,
279,10.23,3,15,18,,,,
280,10.23,6,21,27,,,,
281,10.23,5,19,24,,,,
282,10.23,3,15,19,,,,
283,10.23,5,19,24,,,,
284,10.23,4,16,19,,,,
285,10.23,6,20,26,,,,
286,10.25,5,20,25,,,,
287,10.25,4,18,22,,,,
288,10.27,7,24,31,,,,
289,10.28,4,17,21,,,,
290,10.29,5,19,24,,,,
291,10.3,4,16,20,,,,
292,10.3,3,15,18,,,,
293,10.3,4,16,19,,,,
294,10.31,6,21,27,,,,
295,10.31,5,19,24,,,,
296,10.31,4,16,19,,,,
297,10.31,6,22,28,,,,
298,10.31,3,15,19,,,,
299,10.31,4,17,22,,,,
300,10.31,4,17,21,,,,
301,10.31,5,19,24,,,,
302,10.31,4,17,21,,,,
303,10.32,7,23,30,,,,
304,10.32,5,18,23,,,,
305,10.32,5,18,22,,,,
306,10.33,4,16,19,,,,
307,10.33,3,15,18,,,,
308,10.34,7,23,30,,,,
309,10.34,5,19,24,,,,
310,10.35,5,18,23,,,,
311,10.37,7,23,30,,,,
312,10.37,5,19,24,,,,
313,10.37,4,15,19,,,,
314,10.37,7,23,30,,,,
315,10.37,6,21,27,,,,
316,10.37,5,18,22,,,,
317,10.37,3,15,19,,,,
318,10.37,4,17,22,,,,
319,10.37,6,21,27,,,,
320,10.38,4,17,21,,,,
321,10.38,7,23,29,,,,
322,10.38,7,23,29,,,,
323,10.39,4,16,20,,,,
324,10.39,5,20,26,,,,
325,10.39,3,15,18,,,,
326,10.39,4,17,22,,,,
327,10.39,7,23,30,,,,
328,10.4,5,18,23,,,,
329,10.41,3,15,18,,,,
330,10.41,4,16,19,,,,
331,10.41,5,19,23,,,,
332,10.41,4,16,20,,,,
333,10.41,4,16,20,,,,
334,10.41,5,20,25,,,,
335,10.42,4,16,20,,,,
336,10.42,4,17,21,,,,
337,10.42,4,17,21,,,,
338,10.44,7,23,30,,,,
339,10.47,5,19,23,,,,
340,10.47,6,22,28,,,,
341,10.47,7,24,31,,,,
342,10.47,5,18,23,,,,
343,10.47,5,19,24,,,,
344,10.47,6,21,26,,,,
345,10.47,5,20,25,,,,
346,10.48,4,16,19,,,,
347,10.48,3,15,18,,,,
348,10.49,6,23,29,,,,
349,10.5,4,16,20,,,,
350,10.5,4,16,20,,,,
351,10.51,3,15,18,,,,
352,10.51,4,17,21,,,,
353,10.51,7,24,31,,,,
354,10.51,4,16,20,,,,
355,10.51,3,15,18,,,,
356,10.51,7,23,30,,,,
357,10.52,6,22,29,,,,
358,10.52,3,14,17,,,,
359,10.52,3,14,17,,,,
360,10.52,6,21,26,,,,
361,10.52,6,22,29,,,,
362,10.52,6,21,26,,,,
363,10.52,4,16,20,,,,
364,10.53,6,21,27,,,,
365,10.53,3,14,17,,,,
366,10.53,5,19,24,,,,
367,10.53,6,21,26,,,,
368,10.53,5,19,24,,,,
369,10.53,4,15,19,,,,
370,10.53,5,20,25,,,,
371,10.54,6,22,28,,,,
372,10.54,6,22,28,,,,
373,10.54,3,15,18,,,,
374,10.54,4,15,19,,,,
375,10.54,4,17,22,,,,
376,10.54,4,16,20,,,,
377,10.54,6,22,28,,,,
378,10.54,4,17,21,,,,
379,10.54,5,20,25,,,,
380,10.55,6,22,28,,,,
381,10.55,5,20,25,,,,
382,10.55,4,16,20,,,,
383,10.56,6,21,27,,,,
384,10.56,5,19,25,,,,
385,10.56,4,15,19,,,,
386,10.56,7,23,29,,,,
387,10.56,7,23,29,,,,
388,10.57,4,17,21,,,,
389,10.57,7,23,30,,,,
390,10.57,4,17,22,,,,
391,10.57,3,15,18,,,,
392,10.57,3,15,18,,,,
393,10.57,6,21,26,,,,
394,10.57,4,17,22,,,,
395,10.57,7,24,30,,,,
396,10.57,5,18,23,,,,
397,10.58,5,19,25,,,,
398,10.58,5,19,25,,,,
399,10.58,7,24,31,,,,
400,10.58,4,18,22,,,,
401,10.59,5,19,25,,,,
402,11,4,16,20,,,,
403,11,6,20,26,,,,
404,11,7,24,31,,,,
405,11.01,6,20,26,,,,
406,11.01,4,16,20,,,,
407,11.01,6,20,26,,,,
408,11.01,5,20,25,,,,
409,11.01,6,22,29,,,,
410,11.02,4,16,20,,,,
411,11.03,5,20,25,,,,
412,11.03,3,15,18,,,,
413,11.03,6,21,27,,,,
414,11.03,5,18,23,,,,
415,11.04,6,22,28,,,,
416,11.05,6,22,29,,,,
417,11.05,4,16,20,,,,
418,11.07,7,23,29,,,,
419,11.07,3,15,18,,,,
420,11.07,6,21,27,,,,
421,11.07,5,20,25,,,,
422,11.07,7,24,31,,,,
423,11.07,4,18,22,,,,
424,11.07,4,16,20,,,,
425,11.08,4,16,19,,,,
426,11.08,4,18,22,,,,
427,11.09,4,16,20,,,,
428,11.1,6,21,26,,,,
429,11.11,3,14,17,,,,
430,11.11,4,17,21,,,,
431,11.11,6,22,28,,,,
432,11.12,4,17,21,,,,
433,11.12,4,18,22,,,,
434,11.14,6,20,26,,,,
435,11.14,4,16,20,,,,
436,11.14,4,17,21,,,,
437,11.14,4,16,20,,,,
438,11.14,4,17,21,,,,
439,11.14,5,20,26,,,,
440,11.14,5,18,23,,,,
441,11.14,7,24,31,,,,
442,11.15,5,19,24,,,,
443,11.15,3,14,17,,,,
444,11.15,5,19,23,,,,
445,11.15,6,20,26,,,,
446,11.15,6,22,28,,,,
447,11.15,4,17,21,,,,
448,11.16,4,17,21,,,,
449,11.16,3,14,17,,,,
450,11.17,6,21,26,,,,
451,11.17,5,18,23,,,,
452,11.17,7,24,31,,,,
453,11.17,5,20,25,,,,
454,11.18,6,21,26,,,,
455,11.21,3,14,17,,,,
456,11.21,7,23,29,,,,
457,11.22,4,16,20,,,,
458,11.24,5,19,24,,,,
459,11.26,3,14,18,,,,
460,11.27,5,19,25,,,,
461,11.29,4,17,21,,,,
462,11.29,4,17,21,,,,
463,11.3,5,19,24,,,,
464,11.33,3,15,18,,,,
465,11.34,6,20,26,,,,
466,11.35,3,14,17,,,,
467,11.35,3,15,18,,,,
468,11.36,4,17,22,,,,
469,11.36,7,24,31,,,,
470,11.37,4,16,19,,,,
471,11.38,5,18,23,,,,
472,11.39,5,20,25,,,,
473,11.39,6,20,26,,,,
474,11.39,7,24,31,,,,
475,11.39,3,15,18,,,,
476,11.41,5,19,24,,,,
477,11.42,3,15,18,,,,
478,11.43,5,19,24,,,,
479,11.47,4,17,21,,,,
480,11.47,4,17,21,,,,
481,11.47,6,21,27,,,,
482,11.47,4,17,21,,,,
483,11.47,4,15,19,,,,
484,11.47,6,21,26,,,,
485,11.48,5,19,23,,,,
486,11.48,3,15,18,,,,
487,11.48,3,15,18,,,,
488,11.48,4,15,19,,,,
489,11.5,6,22,28,,,,
490,11.51,7,23,30,,,,
491,11.52,7,23,30,,,,
492,11.53,7,24,31,,,,
493,11.54,7,23,30,,,,
494,11.54,4,16,20,,,,
495,11.55,5,20,25,,,,
496,11.55,6,21,27,,,,
497,11.55,5,19,24,,,,
498,11.56,4,16,19,,,,
499,11.56,3,14,18,,,,
500,11.56,6,21,27,,,,
501,11.56,6,21,27,,,,
502,11.57,5,19,25,,,,
503,11.58,7,24,31,,,,
504,11.58,5,18,23,,,,
505,12,5,18,22,,,,
506,12.01,4,17,21,,,,
507,12.02,5,18,23,,,,
508,12.05,5,18,23,,,,
509,12.05,5,18,23,,,,
510,12.05,6,21,26,,,,
511,12.05,5,19,24,,,,
512,12.05,5,19,25,,,,
513,12.06,5,19,24,,,,
514,12.06,4,16,20,,,,
515,12.06,7,23,29,,,,
516,12.06,4,16,19,,,,
517,12.07,5,18,23,,,,
518,12.09,3,15,18,,,,
519,12.1,5,20,25,,,,
520,12.12,4,18,22,,,,
521,12.12,3,15,18,,,,
522,12.12,5,20,25,,,,
523,12.12,6,21,27,,,,
524,12.13,5,20,26,,,,
525,12.14,4,15,19,,,,
526,12.15,5,20,25,,,,
527,12.16,4,18,22,,,,
528,12.17,5,19,24,,,,
529,12.17,4,17,21,,,,
530,12.17,4,18,22,,,,
531,12.18,5,19,24,,,,
532,12.19,5,20,25,,,,
533,12.2,3,14,17,,,,
534,12.21,4,16,20,,,,
535,12.21,4,16,20,,,,
536,12.23,5,18,23,,,,
537,12.25,7,23,30,,,,
538,12.27,5,19,24,,,,
539,12.28,4,16,19,,,,
540,12.29,4,17,22,,,,
541,12.29,6,21,26,,,,
542,12.29,5,19,23,,,,
543,12.29,6,22,28,,,,
544,12.29,7,24,30,,,,
545,12.29,6,22,28,,,,
546,12.29,5,20,25,,,,
547,12.3,6,21,27,,,,
548,12.3,5,20,25,,,,
549,12.31,4,16,20,,,,
550,12.34,4,17,22,,,,
551,12.36,4,17,21,,,,
552,12.36,4,16,20,,,,
553,12.37,4,18,22,,,,
554,12.38,6,21,26,,,,
555,12.39,6,21,26,,,,
556,12.39,7,24,30,,,,
557,12.39,6,22,28,,,,
558,12.39,4,16,20,,,,
559,12.39,3,14,17,,,,
560,12.39,3,14,17,,,,
561,12.4,5,18,23,,,,
562,12.4,5,19,23,,,,
563,12.41,4,16,20,,,,
564,12.47,7,24,31,,,,
565,12.47,7,23,30,,,,
566,12.48,7,24,31,,,,
567,12.49,3,15,18,,,,
568,12.51,4,17,21,,,,
569,12.54,4,16,20,,,,
570,12.54,4,16,19,,,,
571,12.54,6,21,26,,,,
572,12.55,3,15,18,,,,
573,12.56,5,19,24,,,,
574,12.56,3,14,18,,,,
575,12.57,6,22,28,,,,
576,12.57,6,22,28,,,,
577,12.58,3,15,18,,,,
578,12.58,7,23,30,,,,
579,12.58,7,24,31,,,,
580,12.58,7,23,29,,,,
581,12.58,5,18,22,,,,
582,12.59,6,22,28,,,,
583,12.59,3,15,18,,,,
584,13,5,20,26,,,,
585,13,3,15,18,,,,
586,13.01,4,15,19,,,,
587,13.01,5,18,23,,,,
588,13.04,4,16,20,,,,
589,13.05,5,18,22,,,,
590,13.05,6,22,28,,,,
591,13.05,6,21,27,,,,
592,13.06,4,16,20,,,,
593,13.06,5,19,24,,,,
594,13.06,6,22,29,,,,
595,13.07,4,17,21,,,,
596,13.08,6,22,28,,,,
597,13.09,4,17,21,,,,
598,13.1,6,21,27,,,,
599,13.11,3,15,19,,,,
600,13.11,4,16,20,,,,
601,13.11,4,16,20,,,,
602,13.11,5,18,23,,,,
603,13.11,7,23,29,,,,
604,13.11,4,17,22,,,,
605,13.11,4,17,22,,,,
606,13.12,6,21,26,,,,
607,13.12,3,15,19,,,,
608,13.12,5,19,25,,,,
609,13.13,4,16,20,,,,
610,13.13,5,19,24,,,,
611,13.14,6,20,26,,,,
612,13.15,6,22,28,,,,
613,13.17,3,14,17,,,,
614,13.17,4,16,19,,,,
615,13.18,5,19,24,,,,
616,13.19,6,22,28,,,,
617,13.19,7,23,29,,,,
618,13.19,4,17,22,,,,
619,13.19,3,15,18,,,,
620,13.19,5,19,24,,,,
621,13.19,3,15,18,,,,
622,13.2,7,24,31,,,,
623,13.2,5,18,23,,,,
624,13.2,4,16,19,,,,
625,13.2,5,19,23,,,,
626,13.21,4,18,22,,,,
627,13.22,4,16,20,,,,
628,13.23,5,19,24,,,,
629,13.23,5,20,25,,,,
630,13.24,4,16,20,,,,
631,13.26,3,15,18,,,,
632,13.28,5,18,23,,,,
633,13.28,4,16,20,,,,
634,13.28,7,24,31,,,,
635,13.28,3,15,18,,,,
636,13.29,5,19,24,,,,
637,13.29,3,15,18,,,,
638,13.29,5,20,25,,,,
639,13.29,4,16,20,,,,
640,13.3,3,14,17,,,,
641,13.3,6,23,29,,,,
642,13.3,6,22,28,,,,
643,13.31,6,23,29,,,,
644,13.31,6,21,27,,,,
645,13.32,7,23,30,,,,
646,13.33,5,19,24,,,,
647,13.34,4,17,21,,,,
648,13.35,4,16,19,,,,
649,13.35,5,19,25,,,,
650,13.36,4,16,19,,,,
651,13.36,4,15,19,,,,
652,13.36,5,19,24,,,,
653,13.36,6,21,27,,,,
654,13.36,5,20,25,,,,
655,13.37,4,16,19,,,,
656,13.38,4,18,22,,,,
657,13.38,3,15,19,,,,
658,13.38,5,19,24,,,,
659,13.38,3,15,18,,,,
660,13.38,5,20,26,,,,
661,13.39,7,23,30,,,,
662,13.39,5,19,24,,,,
663,13.4,5,19,23,,,,
664,13.4,5,20,25,,,,
665,13.4,5,19,24,,,,
666,13.41,7,23,30,,,,
667,13.41,7,23,30,,,,
668,13.41,6,21,27,,,,
669,13.41,5,18,23,,,,
670,13.41,3,15,18,,,,
671,13.41,5,19,24,,,,
672,13.42,4,17,21,,,,
673,13.43,4,16,20,,,,
674,13.44,4,16,19,,,,
675,13.44,4,18,22,,,,
676,13.44,7,23,30,,,,
677,13.45,5,20,25,,,,
678,13.45,5,20,25,,,,
679,13.46,6,22,29,,,,
680,13.46,5,20,25,,,,
681,13.46,7,24,31,,,,
682,13.46,4,15,19,,,,
683,13.47,5,18,23,,,,
684,13.47,6,23,29,,,,
685,13.47,6,22,28,,,,
686,13.48,5,19,23,,,,
687,13.48,6,21,27,,,,
688,13.48,5,19,24,,,,
689,13.48,5,20,25,,,,
690,13.48,4,16,20,,,,
691,13.48,4,16,20,,,,
692,13.49,4,16,20,,,,
693,13.49,3,15,18,,,,
694,13.5,5,18,22,,,,
695,13.5,6,21,27,,,,
696,13.51,6,21,27,,,,
697,13.51,5,19,24,,,,
698,13.51,3,15,18,,,,
699,13.51,5,19,23,,,,
700,13.52,7,24,31,,,,
701,13.52,6,21,27,,,,
702,13.52,5,18,23,,,,
703,13.53,4,16,20,,,,
704,13.53,6,22,28,,,,
705,13.53,4,17,21,,,,
706,13.53,4,17,21,,,,
707,13.53,4,16,20,,,,
708,13.54,5,20,25,,,,
709,13.54,7,24,31,,,,
710,13.54,5,18,23,,,,
711,13.54,5,20,25,,,,
712,13.55,3,15,18,,,,
713,13.55,4,17,21,,,,
714,13.55,4,16,20,,,,
715,13.55,4,17,22,,,,
716,13.56,7,24,30,,,,
717,13.56,5,18,23,,,,
718,13.57,5,18,22,,,,
719,13.57,6,23,29,,,,
720,13.57,5,20,25,,,,
